Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
Jordan Henderson,Liverpool,110,MID,2,5,15,3,0,22,0,0,0,0,9
John McGinn,Aston Villa,110,MID,3,4,10,8,0,48,0,0,0,0,12
Gabriel Teodoro Martinelli Silva,Arsenal,110,MID,6,7,7,1,1,25,0,0,0,0,6
Tyrick Mitchell,Crystal Palace,109,DEF,0,2,10,1,0,43,0,0,0,0,6
Romain SaÃ¯ss,Wolves,109,DEF,2,0,11,6,0,30,0,0,0,0,6
Pierre-Emile HÃ¸jbjerg,Spurs,109,MID,2,3,16,3,0,34,0,0,0,0,6
Jacob Ramsey,Aston Villa,109,MID,6,1,12,6,0,35,0,0,0,0,9
Rico Henry,Brentford,108,DEF,3,0,9,2,0,41,0,0,0,0,4
Ben White,Arsenal,107,DEF,0,0,13,3,0,35,1,0,0,0,9
Emiliano BuendÃ­a Stati,Aston Villa,107,MID,4,6,7,1,0,32,0,0,0,0,8
Illan Meslier,Leeds,106,GK,0,0,5,2,0,79,0,0,0,143,8
Danny Ings,Aston Villa,106,FWD,7,6,10,4,0,26,0,0,0,0,12
Jorge Luiz Frello Filho,Chelsea,106,MID,6,2,12,5,0,16,0,1,0,0,11
Demarai Gray,Everton,106,MID,5,5,6,3,0,39,0,0,0,0,3
Kieran Tierney,Arsenal,106,DEF,1,3,11,0,0,21,0,0,0,0,11
Max Kilman,Wolves,106,DEF,1,1,10,3,0,25,0,0,0,0,5
Ben Davies,Liverpool,105,DEF,1,2,12,6,0,30,0,0,0,0,3
Ben Davies,Spurs,105,DEF,1,2,12,6,0,30,0,0,0,0,3
Sergio ReguilÃ³n,Spurs,104,DEF,2,4,9,4,0,25,0,0,0,0,9
Maxwel Cornet,Burnley,104,MID,9,2,5,2,0,24,0,1,0,0,9
Che Adams,Southampton,103,FWD,7,4,5,0,0,40,0,0,0,0,11
Michael Keane,Everton,102,DEF,3,2,8,2,1,54,2,0,0,0,11
Emerson Aparecido Leite de Souza Junior,Spurs,102,DEF,1,1,10,5,0,26,0,0,0,0,8
RaÃºl JimÃ©nez,Wolves,101,FWD,6,5,11,5,2,32,0,0,0,0,11
Christian NÃ¸rgaard,Brentford,101,MID,3,4,8,8,0,51,0,0,0,0,5
Matt Targett,Newcastle,101,DEF,1,2,9,3,0,47,1,0,0,0,7
Anthony Gordon,Everton,100,MID,4,3,7,4,0,40,0,0,0,0,9
Trevoh Chalobah,Chelsea,99,DEF,3,1,9,2,0,9,0,0,0,0,11
Dejan Kulusevski,Spurs,99,MID,5,9,9,3,0,11,0,0,0,0,8
Neal Maupay,Brighton,98,FWD,8,3,7,7,0,31,0,1,0,0,11
Fabio Henrique Tavares,Liverpool,97,MID,5,1,15,7,0,18,0,0,0,0,7
JoÃ£o Filipe Iria Santos Moutinho,Wolves,96,MID,2,1,11,4,0,40,0,0,0,0,8
Martin Dubravka,Newcastle,96,GK,0,0,8,1,0,35,0,0,0,73,9
RÃºben Diogo da Silva Neves,Wolves,95,MID,4,2,9,9,0,34,0,0,0,0,7
Declan Rice,West Ham,95,MID,1,4,8,8,0,49,0,0,0,0,7
JoÃ«l Veltman,Brighton,95,DEF,1,1,8,6,0,39,0,0,0,0,5
David Raya Martin,Brentford,95,GK,0,0,8,1,0,27,0,0,0,78,5
NÃ©lson Cabral Semedo,Wolves,94,DEF,0,1,9,1,0,18,0,0,0,0,9
Jan Bednarek,Southampton,94,DEF,4,0,7,10,0,52,1,0,0,0,15
Davinson SÃ¡nchez,Spurs,93,DEF,2,1,10,4,0,16,0,0,0,0,8
Frederico Rodrigues de Paula Santos,Man Utd,93,MID,4,5,7,5,0,31,1,0,0,0,8
Alexis Mac Allister,Brighton,93,MID,5,2,6,4,0,29,0,1,0,0,8
Josh Brownhill,Burnley,92,MID,2,3,7,10,0,45,0,0,0,0,8
Dan Burn,Newcastle,92,DEF,1,1,9,8,0,30,0,0,0,0,6
Manuel Lanzini,West Ham,92,MID,5,3,4,2,0,29,0,0,0,0,8
Armando Broja,Southampton,92,FWD,6,2,5,2,0,37,0,0,0,0,11
Yoane Wissa,Brentford,92,MID,7,2,3,0,0,22,0,0,0,0,6
Lewis Dunk,Brighton,92,DEF,1,0,10,3,1,33,0,0,0,0,7
Chris Wood,Newcastle,91,FWD,5,0,6,1,0,41,0,0,0,0,8
Daniel James,Leeds,91,MID,4,5,5,7,1,51,0,0,0,0,2
Jadon Sancho,Man Utd,91,MID,3,4,6,0,0,28,0,0,0,0,9
Craig Dawson,West Ham,90,DEF,2,3,6,4,1,43,0,0,0,0,1
Mohamed Elyounoussi,Southampton,90,MID,4,3,8,4,0,35,0,0,0,0,6
Ethan Pinnock,Brentford,90,DEF,1,1,7,1,0,43,0,0,0,0,7
Alexandre Lacazette,Arsenal,90,FWD,4,8,10,0,0,17,0,1,0,0,3
Abdoulaye DoucourÃ©,Everton,90,MID,2,5,5,6,0,47,0,0,0,0,8
Vitaly Janelt,Brentford,90,MID,4,0,9,3,0,37,0,0,0,0,8
Tim Krul,Norwich,90,GK,0,0,5,1,0,62,1,0,0,106,11
Douglas Luiz Soares de Paulo,Aston Villa,89,MID,2,3,10,7,0,38,0,0,0,0,3
Danny Welbeck,Brighton,89,FWD,6,4,5,0,0,16,0,0,0,0,13
Pascal GroÃ,Brighton,88,MID,2,5,8,1,0,24,0,1,0,0,7
Fabian SchÃ¤r,Newcastle,88,DEF,2,2,6,4,0,32,0,0,0,0,10
Oriol Romeu Vidal,Southampton,88,MID,2,2,7,9,0,52,0,0,0,0,6
Odsonne Edouard,Crystal Palace,87,FWD,6,4,9,4,0,19,0,0,0,0,9
Lucas Rodrigues Moura da Silva,Spurs,87,MID,2,6,8,4,0,21,0,0,0,0,4
Rayan Ait Nouri,Wolves,87,DEF,1,4,7,4,0,26,0,0,0,0,10
CÃ©sar Azpilicueta,Chelsea,87,DEF,1,3,7,3,0,23,0,0,0,0,2
Romelu Lukaku,Chelsea,87,FWD,8,1,7,1,0,14,0,0,0,0,12
Joshua King,Watford,87,FWD,5,4,3,5,0,47,0,0,0,0,5
Jeffrey Schlupp,Crystal Palace,86,MID,4,2,8,1,0,19,0,0,0,0,2
Jack Grealish,Man City,86,MID,3,3,15,3,0,8,0,0,0,0,2
Rodrigo Moreno,Leeds,85,FWD,6,2,5,9,0,37,0,0,0,0,11
Moussa Sissoko,Watford,85,MID,2,1,4,5,0,73,0,0,0,0,1
Kyle Walker,Man City,85,DEF,0,2,10,1,0,14,0,0,0,0,5
Dwight McNeil,Burnley,84,MID,0,1,9,1,0,49,0,0,0,0,1
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,Newcastle,83,FWD,4,2,7,8,0,46,0,0,0,0,7
Lucas Digne,Aston Villa,83,DEF,0,4,7,6,0,42,1,0,0,0,8
Philippe Coutinho Correia,Aston Villa,83,MID,5,3,7,0,0,17,0,0,0,0,7
James Tarkowski,Burnley,83,DEF,1,2,7,11,0,51,1,0,0,0,5
Kyle Walker-Peters,Southampton,82,DEF,1,3,6,5,0,49,0,0,0,0,7
Sergi CanÃ³s,Brentford,81,MID,3,3,8,6,1,36,1,0,0,0,5
Hee-Chan Hwang,Wolves,81,FWD,5,1,7,2,0,22,0,0,0,0,11
Kristoffer Ajer,Brentford,81,DEF,1,3,8,5,0,32,0,0,0,0,5
Ben Foster,Watford,81,GK,0,1,4,0,0,49,0,0,1,70,9
Ismaila Sarr,Watford,81,MID,5,2,2,2,0,40,0,1,0,0,9
Tino Livramento,Southampton,80,DEF,1,2,7,2,0,42,0,0,0,0,7
Stuart Dallas,Leeds,80,MID,1,1,5,5,0,66,0,0,0,0,6
Kelechi Iheanacho,Leicester,80,FWD,4,6,1,1,0,25,0,0,0,0,10
Seamus Coleman,Everton,79,DEF,1,1,7,4,0,50,1,0,0,0,6
Joseph Willock,Newcastle,79,MID,2,3,6,0,0,37,0,0,0,0,3
Nathan Redmond,Southampton,79,MID,1,6,4,0,0,33,0,0,0,0,6
N'Golo KantÃ©,Chelsea,79,MID,2,5,9,2,0,19,0,0,0,0,2
Hakim Ziyech,Chelsea,79,MID,4,3,7,3,0,12,0,0,0,0,9
Ryan Fraser,Newcastle,78,MID,2,5,5,3,0,23,0,0,0,0,8
Alex Iwobi,Everton,78,MID,2,2,6,1,0,38,0,0,0,0,6
Ezri Konsa Ngoyo,Aston Villa,78,DEF,2,0,8,4,2,43,0,0,0,0,4
Charlie Taylor,Burnley,78,DEF,0,3,5,3,0,48,0,0,0,0,8
Christian Pulisic,Chelsea,77,MID,6,2,6,2,0,10,0,0,0,0,2
Cheikhou KouyatÃ©,Crystal Palace,77,DEF,0,1,8,3,0,28,0,0,0,0,5
Jordan Ayew,Crystal Palace,77,FWD,3,4,9,2,0,31,0,0,0,0,3
Diego Llorente,Leeds,77,DEF,3,0,5,7,0,44,0,0,0,0,6
Ademola Lookman,Leicester,76,MID,6,0,2,2,0,31,0,0,0,0,6
Leander Dendoncker,Wolves,76,MID,2,3,5,4,0,29,0,0,0,0,5
Mateo Kovacic,Chelsea,76,MID,2,5,8,4,0,11,0,0,0,0,7
Takehiro Tomiyasu,Arsenal,75,DEF,0,1,9,2,0,20,0,0,0,0,5
Callum Wilson,Newcastle,75,FWD,8,0,3,4,0,32,0,0,0,0,14
Timothy Castagne,Leicester,75,DEF,1,0,6,1,0,30,0,0,0,0,6
RaphaÃ«l Varane,Man Utd,75,DEF,1,1,5,0,0,22,0,0,0,0,9
Ben Mee,Burnley,74,DEF,3,0,6,3,0,25,1,0,0,0,3
Tariq Lamptey,Brighton,74,DEF,0,2,6,4,0,21,0,0,0,0,7
Michael Olise,Crystal Palace,73,MID,2,6,4,4,0,14,0,0,0,0,8
Joel Ward,Crystal Palace,73,DEF,0,0,9,8,0,37,0,0,0,0,2
Mason Greenwood,Man Utd,71,MID,5,2,3,1,0,18,0,0,0,0,7
Grant Hanley,Norwich,71,DEF,1,0,6,2,0,70,0,0,0,0,4
Thomas Partey,Arsenal,71,MID,2,2,10,6,0,25,0,0,0,0,4
Milot Rashica,Norwich,70,MID,1,2,4,0,0,56,0,0,0,0,0
Vladimir Coufal,West Ham,70,DEF,0,4,6,3,1,36,1,0,0,0,3
Daniel Castelo Podence,Wolves,70,MID,2,3,9,2,0,12,0,0,0,0,2
Patson Daka,Leicester,70,FWD,5,3,3,2,0,20,0,0,0,0,8
John Stones,Man City,70,DEF,1,0,9,0,0,6,0,0,0,0,4
Kiernan Dewsbury-Hall,Leicester,70,MID,1,2,8,4,0,27,0,0,0,0,4
Pierre Lees-Melou,Norwich,70,MID,1,2,5,5,0,55,0,0,0,0,1
Harry Maguire,Man Utd,69,DEF,1,0,7,7,1,43,1,0,0,0,4
Kenny McLean,Norwich,69,MID,1,0,6,3,0,62,0,0,0,0,0
Connor Roberts,Burnley,69,DEF,1,1,6,2,0,23,0,0,0,0,6
Thiago AlcÃ¡ntara do Nascimento,Liverpool,69,MID,1,4,11,2,0,7,0,0,0,0,3
Andreas Christensen,Chelsea,69,DEF,0,0,9,2,0,11,0,0,0,0,3
Scott McTominay,Man Utd,68,MID,1,2,8,9,0,37,0,0,0,0,2
Bruno GuimarÃ£es Rodriguez Moura,Newcastle,67,MID,5,1,4,4,0,13,0,0,0,0,11
Alex Nicolao Telles,Man Utd,67,DEF,0,4,5,1,0,26,0,0,0,0,6
Fernando MarÃ§al,Wolves,67,DEF,0,3,6,3,0,14,0,0,0,0,5
Matt Doherty,Spurs,67,DEF,2,5,3,0,0,11,0,0,0,0,8
Kurt Zouma,West Ham,66,DEF,1,0,5,1,0,29,1,0,0,0,5
Victor LindelÃ¶f,Man Utd,66,DEF,0,2,6,4,0,47,0,0,0,0,4
Francisco Machado Mota de Castro TrincÃ£o,Wolves,66,MID,2,1,7,0,0,15,0,0,0,0,2
Yves Bissouma,Brighton,66,MID,1,2,7,10,0,28,0,0,0,0,9
Ãaglar SÃ¶yÃ¼ncÃ¼,Leicester,66,DEF,1,0,5,5,0,44,0,0,0,0,6
Andros Townsend,Everton,66,MID,3,2,3,3,0,30,0,0,0,0,8
Paul Pogba,Man Utd,65,MID,1,9,2,7,1,22,0,0,0,0,6
Naby Keita,Liverpool,65,MID,3,2,8,3,0,6,0,0,0,0,4
Matthew Lowton,Burnley,65,DEF,1,3,4,3,1,30,0,0,0,0,5
Dominic Calvert-Lewin,Everton,64,FWD,5,2,3,2,0,31,0,1,0,0,10
Luis DÃ­az,Liverpool,64,MID,4,3,6,0,0,4,0,0,0,0,6
Jonjo Shelvey,Newcastle,63,MID,2,1,6,5,1,30,0,0,0,0,6
Ashley Westwood,Burnley,63,MID,0,4,4,7,0,40,0,0,0,0,2
Cristian Romero,Spurs,63,DEF,1,0,5,8,0,25,0,0,0,0,10
Marcus Rashford,Man Utd,63,MID,4,2,2,2,0,28,0,0,0,0,0
Timo Werner,Chelsea,62,FWD,4,2,5,1,0,17,0,0,0,0,5
Juan Camilo HernÃ¡ndez SuÃ¡rez,Watford,62,FWD,5,2,1,3,0,34,1,0,0,0,8
Mason Holgate,Everton,62,DEF,2,2,5,7,1,42,1,0,0,0,2
Jacob Murphy,Newcastle,62,MID,1,4,2,4,0,35,0,0,0,0,0
Roberto Firmino,Liverpool,62,FWD,5,4,5,3,0,9,0,0,0,0,5
Solomon March,Brighton,61,MID,0,2,7,1,0,23,0,0,0,0,0
Jean-Philippe Mateta,Crystal Palace,61,FWD,5,1,5,2,0,14,0,0,0,0,6
Mateusz Klich,Leeds,61,MID,1,2,1,5,0,52,0,0,0,0,4
Jay Rodriguez,Burnley,60,FWD,2,3,6,3,0,15,0,0,0,0,4
Joshua Sargent,Norwich,60,FWD,2,2,4,1,0,33,0,0,0,0,3
Granit Xhaka,Arsenal,60,MID,1,2,6,10,1,38,0,0,0,0,3
JoÃ£o Pedro Junqueira de Jesus,Watford,60,FWD,3,1,2,1,0,35,0,0,0,0,4
Liam Cooper,Leeds,60,DEF,0,2,5,5,0,26,0,0,0,0,5
Aaron Lennon,Burnley,60,MID,2,1,4,2,0,25,0,0,0,0,1
Nathaniel Clyne,Crystal Palace,59,DEF,0,1,6,1,0,12,0,0,0,0,4
Oleksandr Zinchenko,Man City,59,DEF,0,4,5,0,0,9,0,0,0,0,4
Adam Webster,Brighton,59,DEF,2,0,4,5,0,20,0,0,0,0,6
Anthony Elanga,Man Utd,59,MID,2,3,4,0,0,17,0,0,0,0,2
Miguel AlmirÃ³n,Newcastle,59,MID,1,0,6,2,0,32,0,0,0,0,0
Mohammed Salisu,Southampton,58,DEF,0,0,6,8,1,58,1,0,0,0,4
Enock Mwepu,Brighton,58,MID,2,5,3,2,0,13,0,0,0,0,5
Jakub Moder,Brighton,58,MID,0,3,5,1,0,23,0,0,0,0,0
Allan Marques Loureiro,Everton,58,MID,0,3,6,7,1,38,0,0,0,0,2
Emil Krafth,Newcastle,58,DEF,0,1,6,5,0,20,0,0,0,0,3
Christian Benteke,Crystal Palace,58,FWD,4,1,4,3,0,20,0,0,0,0,6
Adam Armstrong,Southampton,57,FWD,2,3,4,1,0,31,0,0,0,0,3
Fraser Forster,Southampton,57,GK,0,0,3,1,0,35,0,0,0,68,6
Stuart Armstrong,Southampton,57,MID,2,1,3,1,0,30,0,0,0,0,3
Ryan Sessegnon,Spurs,56,DEF,0,3,6,2,0,11,0,0,0,0,3
Edward Nketiah,Arsenal,55,FWD,5,1,0,3,0,18,0,0,0,0,6
Nathan Collins,Burnley,55,DEF,2,0,5,2,1,26,0,0,0,0,1
Steven Bergwijn,Spurs,55,MID,3,2,3,1,0,6,0,0,0,0,3
Alex McCarthy,Southampton,55,GK,0,0,5,1,0,27,0,0,0,44,3
Benjamin Chilwell,Chelsea,55,DEF,3,1,4,0,0,2,0,0,0,0,5
Daniel Amartey,Leicester,55,DEF,0,0,5,4,0,40,0,0,0,0,4
Luke Ayling,Leeds,55,DEF,2,3,2,4,1,66,0,0,0,0,8
Max Aarons,Norwich,55,DEF,0,2,4,8,0,69,1,0,0,0,2
Wout Weghorst,Burnley,55,FWD,2,3,6,3,0,20,0,0,0,0,6
Nathan AkÃ©,Man City,54,DEF,2,0,5,0,0,3,0,0,0,0,0
James McArthur,Crystal Palace,54,MID,0,4,5,4,0,15,0,0,0,0,5
JosÃ© Diogo Dalot Teixeira,Man Utd,54,DEF,0,0,5,4,0,29,0,0,0,0,5
Juraj Kucka,Watford,54,MID,1,2,2,3,1,34,1,0,0,0,2
Mathias Jensen,Brentford,54,MID,0,1,3,0,0,30,0,0,0,0,2
Ben Gibson,Norwich,53,DEF,0,0,6,3,1,57,0,0,0,0,0
Francisco FemenÃ­a Far,Watford,53,DEF,0,5,2,2,0,49,0,0,0,0,1
Rodrigo Bentancur,Spurs,52,MID,0,4,9,5,0,12,0,0,0,0,4
Mathias Normann,Norwich,52,MID,1,2,4,6,0,40,0,0,0,0,3
Ruben Loftus-Cheek,Chelsea,52,MID,0,3,5,1,0,21,0,0,0,0,1
Nemanja Matic,Man Utd,52,MID,0,4,2,3,0,26,0,0,0,0,3
Luke Thomas,Leicester,50,DEF,0,1,5,2,0,35,0,0,0,0,1
Craig Cathcart,Watford,50,DEF,0,1,3,3,0,55,0,0,0,0,1
Ashley Young,Aston Villa,50,DEF,0,2,4,2,0,19,1,0,0,0,0
Billy Gilmour,Norwich,49,MID,0,1,2,2,0,52,0,0,0,0,1
Callum Hudson-Odoi,Chelsea,49,MID,1,4,6,1,0,8,0,0,0,0,1
Nuno Varela Tavares,Arsenal,49,DEF,1,1,3,2,0,19,0,0,0,0,2
Jack Cork,Burnley,48,MID,1,0,6,4,0,26,0,0,0,0,3
Shane Duffy,Brighton,48,DEF,1,1,4,7,0,19,0,0,0,0,3
Ben Johnson,West Ham,48,DEF,1,0,3,1,0,18,0,0,0,0,1
Sean Longstaff,Newcastle,48,MID,1,1,2,1,0,29,0,0,0,0,1
Tom Cleverley,Watford,48,MID,0,2,2,2,0,38,0,0,0,0,0
CÃ©dric Soares,Arsenal,48,DEF,1,1,3,3,0,27,0,0,0,0,3
Jamaal Lascelles,Newcastle,47,DEF,1,1,3,5,0,44,2,0,0,0,2
Matej Vydra,Burnley,46,FWD,2,3,2,1,0,7,0,0,0,0,4
Luke Shaw,Man Utd,46,DEF,0,3,3,8,0,24,0,0,0,0,3
Nicolas PÃ©pÃ©,Arsenal,45,MID,1,4,2,0,0,9,0,0,0,0,1
Fernando Luiz Rosa,Man City,45,MID,2,1,3,1,0,12,0,0,0,0,2
Ben Godfrey,Everton,45,DEF,0,0,4,6,0,39,0,0,0,0,1
Adam Lallana,Brighton,44,MID,0,1,6,4,0,20,0,0,0,0,0
Ibrahima Diallo,Southampton,44,MID,0,3,1,1,0,21,0,0,0,0,3
Adama TraorÃ©,Wolves,44,MID,1,1,5,0,0,10,0,0,0,0,0
Pierre-Emerick Aubameyang,Arsenal,44,FWD,4,1,6,3,0,16,0,2,0,0,7
Christian Eriksen,Brentford,43,MID,1,4,4,1,0,10,0,0,0,0,2
Joe Gelhardt,Leeds,43,FWD,2,4,1,4,0,25,0,0,0,0,3
Vitalii Mykolenko,Everton,42,DEF,1,1,3,0,0,17,0,0,0,0,3
Alex Oxlade-Chamberlain,Liverpool,42,MID,2,1,3,0,0,7,0,0,0,0,2
Calum Chambers,Aston Villa,42,DEF,1,0,4,1,0,16,0,0,0,0,2
Konstantinos Tsimikas,Liverpool,42,DEF,0,2,4,3,0,6,0,0,0,0,2
Aaron Wan-Bissaka,Man Utd,41,DEF,0,0,3,2,0,35,0,0,0,0,3
Mads Roerslev Rasmussen,Brentford,41,DEF,1,1,1,1,0,27,0,0,0,0,4
Wilfred Ndidi,Leicester,41,MID,0,1,5,4,0,26,0,0,0,0,0
Kieran Dowell,Norwich,41,MID,1,1,2,0,0,24,0,0,0,0,1
Marc Albrighton,Leicester,40,MID,1,2,2,3,0,24,0,0,0,0,2
Curtis Jones,Liverpool,40,MID,1,1,4,0,0,9,0,0,0,0,3
Angelo Ogbonna,West Ham,40,DEF,1,0,3,1,0,11,0,0,0,0,6
Kalvin Phillips,Leeds,39,MID,0,1,3,4,0,25,0,0,0,0,1
Jonny Evans,Leicester,39,DEF,1,1,2,3,0,23,0,0,0,0,0
Dimitris Giannoulis,Norwich,39,DEF,0,1,4,2,0,27,0,0,0,0,2
Jonathan Castro Otto,Wolves,38,DEF,2,0,2,1,0,22,0,0,0,0,2
Romain Perraud,Southampton,38,DEF,0,1,3,3,0,33,0,0,0,0,1
James Milner,Liverpool,38,MID,0,1,4,2,0,6,0,0,0,0,1
Javier Manquillo,Newcastle,38,DEF,1,3,1,5,0,27,0,0,0,0,0
Hassane Kamara,Watford,38,DEF,1,0,3,3,1,37,0,0,0,0,3
Adam Forshaw,Leeds,38,MID,0,1,2,5,0,41,0,0,0,0,0
