Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
Bernd Leno,Arsenal,131,GK,0,0,11,0,1,37,1,0,1,86,11
Pierre-Emerick Aubameyang,Arsenal,131,MID,10,3,10,2,0,26,1,0,0,0,11
Danny Ings,Southampton,131,FWD,12,4,6,1,0,40,0,0,0,0,21
Lewis Dunk,Brighton,130,DEF,5,0,11,5,2,40,1,0,0,0,17
Alexandre Lacazette,Arsenal,129,FWD,13,3,7,3,0,21,0,0,0,0,21
Tyrone Mings,Aston Villa,128,DEF,2,2,14,4,1,42,1,0,0,0,8
Kasper Schmeichel,Leicester,128,GK,0,0,11,0,0,50,1,0,0,88,6
John Stones,Man City,128,DEF,4,0,14,0,1,12,0,0,0,0,11
Timo Werner,Chelsea,128,FWD,6,12,13,2,0,29,0,0,0,0,7
Vladimir Coufal,West Ham,128,DEF,0,9,9,3,0,43,0,0,0,0,12
Michael Keane,Everton,127,DEF,3,1,11,4,0,43,0,0,0,0,13
Harvey Barnes,Leicester,126,MID,9,5,7,0,0,25,0,0,0,0,13
Eberechi Eze,Crystal Palace,125,MID,4,8,6,3,0,51,0,0,0,0,17
Pablo Fornals,West Ham,125,MID,5,7,9,3,0,33,0,0,0,0,10
Luke Shaw,Man Utd,124,DEF,1,5,10,8,0,33,1,0,0,0,22
Pedro Lomba Neto,Wolves,124,MID,5,8,9,4,0,38,0,0,0,0,10
Vicente Guaita,Crystal Palace,124,GK,0,0,8,2,0,64,0,0,1,107,15
Alphonse Areola,Fulham,124,GK,0,0,9,2,0,48,0,0,0,116,9
Harry Maguire,Man Utd,124,DEF,2,2,13,11,0,36,0,0,0,0,8
Richarlison de Andrade,Everton,123,FWD,7,6,11,4,1,38,0,0,0,0,18
Aaron Ramsdale,Sheffield Utd,123,GK,0,0,5,1,0,63,0,0,0,146,12
Gylfi Sigurdsson,Everton,122,MID,6,5,10,2,0,29,0,1,0,0,13
Lucas Digne,Everton,120,DEF,0,9,9,2,1,42,0,0,0,0,18
Ezri Konsa Ngoyo,Aston Villa,119,DEF,2,0,12,3,0,46,0,0,0,0,8
Michail Antonio,West Ham,118,FWD,10,5,6,3,0,25,0,0,0,0,19
Pascal GroÃ,Brighton,116,MID,3,8,10,3,0,28,0,1,0,0,11
Stuart Armstrong,Southampton,115,MID,4,7,8,3,0,56,0,0,0,0,4
Gabriel Fernando de Jesus,Man City,115,FWD,9,5,11,2,0,17,0,0,0,0,16
John McGinn,Aston Villa,114,MID,3,7,14,12,0,46,0,0,0,0,2
Jorge Luiz Frello Filho,Chelsea,114,MID,7,2,14,2,0,17,0,2,0,0,15
Jordan Pickford,Everton,114,GK,0,0,10,1,0,39,0,0,0,89,8
Nicolas PÃ©pÃ©,Arsenal,114,MID,10,3,4,1,1,21,0,0,0,0,11
Bukayo Saka,Arsenal,114,MID,5,5,8,1,0,31,1,0,0,0,8
Dwight McNeil,Burnley,113,MID,2,5,11,1,0,50,0,0,0,0,8
CÃ©sar Azpilicueta,Chelsea,113,DEF,1,2,13,5,1,20,0,0,0,0,12
Gareth Bale,Spurs,113,MID,11,3,5,1,0,12,0,0,0,0,16
Reece James,Chelsea,112,DEF,1,3,9,3,0,29,0,0,0,0,15
Ashley Westwood,Burnley,112,MID,3,4,11,7,0,55,0,0,0,0,5
Anwar El Ghazi,Aston Villa,111,MID,10,0,5,2,0,22,0,0,0,0,13
Ezgjan Alioski,Leeds,110,DEF,2,3,10,7,0,35,0,0,0,0,7
Kelechi Iheanacho,Leicester,110,FWD,12,2,5,1,0,23,0,1,0,0,18
James Tarkowski,Burnley,109,DEF,1,0,11,6,0,50,0,0,0,0,9
NÃ©lson Cabral Semedo,Wolves,109,DEF,1,3,9,5,0,45,1,0,0,0,11
Jonny Evans,Leicester,109,DEF,2,2,10,7,0,31,1,0,0,0,12
Kurt Zouma,Chelsea,108,DEF,5,0,9,3,0,25,0,0,0,0,6
Pierre-Emile HÃ¸jbjerg,Spurs,107,MID,2,4,12,9,0,45,0,0,0,0,6
Ademola Lookman,Fulham,107,MID,4,4,10,5,0,33,0,1,0,0,8
Christian Benteke,Crystal Palace,106,FWD,10,2,5,1,1,34,0,0,0,0,14
Conor Coady,Wolves,106,DEF,1,0,10,5,0,51,0,0,0,0,7
Mason Greenwood,Man Utd,106,MID,7,2,7,2,0,23,0,0,0,0,9
Jesse Lingard,West Ham,106,MID,9,5,4,3,0,19,0,1,0,0,15
Rob Holding,Arsenal,105,DEF,0,1,11,2,0,26,1,0,0,0,10
Neal Maupay,Brighton,105,FWD,8,2,10,1,1,34,0,1,0,0,12
RÃºben Diogo da Silva Neves,Wolves,104,MID,5,1,8,8,0,42,0,0,0,0,10
Ben White,Brighton,104,DEF,0,0,12,3,1,44,0,0,0,0,5
Matthew Lowton,Burnley,103,DEF,1,1,10,5,0,47,0,0,0,0,6
Ola Aina,Fulham,102,DEF,2,1,8,3,0,36,0,0,0,0,8
Victor LindelÃ¶f,Man Utd,102,DEF,1,1,10,0,0,30,0,0,0,0,3
Ben Mee,Burnley,102,DEF,2,0,10,3,0,41,0,0,0,0,7
James Justin,Leicester,101,DEF,2,2,9,4,0,25,0,0,0,0,13
James RodrÃ­guez,Everton,101,MID,6,5,5,4,0,27,0,0,0,0,11
Robert SÃ¡nchez,Brighton,101,GK,0,0,10,2,0,27,0,0,0,66,8
Ben Godfrey,Everton,100,DEF,0,2,11,4,0,35,1,0,0,0,7
Angelo Ogbonna,West Ham,100,DEF,3,0,9,5,0,34,0,0,0,0,5
David McGoldrick,Sheffield Utd,100,FWD,8,1,9,7,0,37,0,0,0,0,12
Tosin Adarabioyo,Fulham,100,DEF,0,1,9,1,0,41,1,0,0,0,11
Luke Ayling,Leeds,100,DEF,0,0,12,7,0,54,0,0,0,0,2
Romain SaÃ¯ss,Wolves,99,DEF,3,0,8,2,0,40,0,0,0,0,11
Tanguy Ndombele,Spurs,99,MID,3,3,12,3,0,24,0,0,0,0,7
Mateusz Klich,Leeds,99,MID,4,5,8,6,0,44,0,0,0,0,3
Edinson Cavani,Man Utd,99,FWD,10,4,4,4,0,18,0,0,0,0,14
Georginio Wijnaldum,Liverpool,97,MID,2,1,10,1,0,39,0,0,0,0,3
Miguel AlmirÃ³n,Newcastle,97,MID,4,2,5,3,0,48,0,0,0,0,8
JoÃ«l Veltman,Brighton,96,DEF,1,1,9,3,0,27,0,0,0,0,10
Kieran Tierney,Arsenal,96,DEF,1,4,8,4,0,27,0,0,0,0,4
Ferran Torres,Man City,95,MID,7,4,7,1,0,13,0,0,0,0,4
Timothy Castagne,Leicester,94,DEF,2,4,6,1,0,37,0,0,0,0,7
HÃ©ctor BellerÃ­n,Arsenal,94,DEF,1,3,7,8,0,24,0,0,0,0,17
Alex McCarthy,Southampton,94,GK,0,0,7,2,0,57,0,0,0,93,8
Jan Bednarek,Southampton,94,DEF,1,1,9,5,1,62,1,0,0,0,11
Andros Townsend,Crystal Palace,94,MID,1,5,7,0,0,37,0,0,0,0,8
Bernardo Mota Veiga de Carvalho e Silva,Man City,94,MID,2,7,11,5,0,18,0,0,0,0,9
Adama TraorÃ©,Wolves,94,MID,2,4,7,4,0,41,0,0,0,0,5
Kyle Walker-Peters,Southampton,93,DEF,0,3,9,4,0,41,0,0,0,0,7
Joachim Andersen,Fulham,93,DEF,1,1,9,6,1,36,0,0,0,0,7
Antonio RÃ¼diger,Chelsea,93,DEF,1,0,11,0,0,10,1,0,0,0,9
Paul Pogba,Man Utd,92,MID,3,6,5,3,0,26,0,0,0,0,11
Thiago Thiago,Chelsea,92,DEF,2,0,10,3,1,25,0,0,0,0,10
Scott McTominay,Man Utd,91,MID,4,2,9,3,0,25,0,0,0,0,4
David de Gea,Man Utd,91,GK,0,0,9,0,0,32,0,0,0,59,4
Kai Havertz,Chelsea,91,MID,4,6,8,2,0,15,0,0,0,0,3
Rodrigo Hernandez,Man City,91,MID,2,2,13,6,0,27,0,0,0,0,5
Kyle Walker,Man City,91,DEF,1,1,9,1,0,20,0,0,0,0,7
Danny Welbeck,Brighton,89,FWD,6,4,6,0,0,18,0,1,0,0,15
Matthew Cash,Aston Villa,89,DEF,0,2,11,6,1,35,0,0,0,0,8
Rodrigo Moreno,Leeds,89,FWD,7,4,3,3,0,21,0,0,0,0,16
Sergio ReguilÃ³n,Spurs,89,DEF,0,6,8,5,0,31,1,0,0,0,4
Toby Alderweireld,Spurs,88,DEF,1,0,10,2,0,25,1,0,0,0,4
Bobby Decordova-Reid,Fulham,88,FWD,5,3,9,7,0,32,0,0,0,0,6
Diogo Jota,Liverpool,86,MID,9,0,4,2,0,15,0,0,0,0,9
Jannik Vestergaard,Southampton,86,DEF,3,1,6,3,1,47,0,0,0,0,4
Declan Rice,West Ham,86,MID,2,1,11,2,0,37,0,1,0,0,2
Ivan Ricardo Neves Abreu Cavaleiro,Fulham,85,MID,3,0,7,2,0,43,0,1,0,0,4
Allan Saint-Maximin,Newcastle,85,MID,3,5,7,0,0,26,0,0,0,0,5
Adam Webster,Brighton,85,DEF,1,0,9,4,0,35,0,0,0,0,0
Charlie Taylor,Burnley,83,DEF,0,2,8,1,0,42,0,0,0,0,5
Cheikhou KouyatÃ©,Crystal Palace,82,MID,1,0,8,4,0,56,0,0,0,0,2
Christian Pulisic,Chelsea,82,MID,4,3,7,2,0,21,0,0,0,0,3
Seamus Coleman,Everton,81,DEF,0,3,8,0,0,19,0,0,0,0,4
Karl Darlow,Newcastle,80,GK,0,0,4,3,0,43,0,0,1,88,6
Lucas Rodrigues Moura da Silva,Spurs,80,MID,3,5,4,1,0,18,0,0,0,0,5
Serge Aurier,Spurs,80,DEF,2,3,6,0,0,22,0,0,0,0,4
Abdoulaye DoucourÃ©,Everton,80,MID,2,3,9,6,0,36,0,0,0,0,2
Mason Holgate,Everton,80,DEF,1,0,9,9,0,32,0,0,0,0,4
Joseph Willock,Newcastle,79,MID,8,0,4,1,0,18,0,1,0,0,5
Darnell Furlong,West Brom,79,DEF,1,3,6,5,0,63,1,0,0,0,2
Callum Robinson,West Brom,79,FWD,5,3,3,0,0,42,0,0,0,0,8
Yerry Mina,Everton,79,DEF,2,0,6,2,0,22,0,0,0,0,7
Wilfred Ndidi,Leicester,79,MID,1,4,7,6,0,31,0,0,0,0,11
Kyle Bartley,West Brom,79,DEF,3,1,5,4,0,53,0,0,0,0,3
Gabriel MagalhÃ£es,Arsenal,78,DEF,2,0,6,2,1,24,0,0,0,0,7
Marc Albrighton,Leicester,78,MID,1,7,4,2,0,22,0,0,0,0,3
Ryan Bertrand,Southampton,78,DEF,0,2,8,5,0,51,0,0,0,0,4
Willian Borges Da Silva,Arsenal,78,MID,1,7,3,0,0,17,0,0,0,0,9
Yves Bissouma,Brighton,77,MID,1,0,11,8,1,42,0,0,0,0,2
Eric Dier,Spurs,77,DEF,0,0,8,3,0,34,0,0,0,0,2
Leander Dendoncker,Wolves,77,MID,1,2,11,4,0,33,1,0,0,0,2
AndrÃ©-Frank Zambo Anguissa,Fulham,76,MID,0,3,6,6,0,40,0,0,0,0,4
Conor Townsend,West Brom,76,DEF,0,2,6,0,0,36,0,0,0,0,8
Ross Barkley,Aston Villa,76,MID,3,2,8,0,0,24,0,0,0,0,4
Theo Walcott,Southampton,76,MID,3,4,5,0,0,28,0,0,0,0,2
Craig Dawson,West Ham,75,DEF,3,0,7,3,1,25,2,0,0,0,3
Daniel Castelo Podence,Wolves,75,MID,3,2,8,3,0,24,0,0,0,0,5
Anthony Martial,Man Utd,75,FWD,4,7,4,0,1,23,0,0,0,0,3
Emile Smith Rowe,Arsenal,74,MID,2,5,9,0,0,10,0,0,0,0,3
Josh Brownhill,Burnley,74,MID,0,1,10,2,0,42,0,0,0,0,0
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,Newcastle,74,FWD,4,2,3,3,0,36,0,0,0,0,5
Jonjo Shelvey,Newcastle,74,MID,1,3,6,7,0,46,0,0,0,0,2
JoÃ£o Filipe Iria Santos Moutinho,Wolves,73,MID,1,1,6,3,1,40,0,0,0,0,4
SaÃ¯d Benrahma,West Ham,73,MID,1,6,3,0,0,19,0,0,0,0,4
Douglas Luiz Soares de Paulo,Aston Villa,72,MID,0,2,12,8,1,41,0,0,0,0,0
Fabio Silva,Wolves,72,FWD,4,3,0,2,0,29,0,0,0,0,5
Conor Gallagher,West Brom,71,MID,2,2,5,11,0,48,0,0,0,0,3
Wesley Fofana,Leicester,71,DEF,0,1,7,7,0,30,0,0,0,0,5
Fabio Henrique Tavares,Liverpool,71,MID,0,2,11,6,0,29,0,0,0,0,2
Pascal Struijk,Leeds,71,DEF,1,0,7,3,0,32,0,0,0,0,2
John Fleck,Sheffield Utd,70,MID,0,3,5,4,0,47,0,0,0,0,1
Granit Xhaka,Arsenal,70,MID,1,2,10,7,1,27,0,0,0,0,1
Jordan Ayew,Crystal Palace,70,FWD,1,4,6,4,0,42,0,0,0,0,2
Hakim Ziyech,Chelsea,70,MID,2,3,10,3,0,7,0,0,0,0,8
Matt Phillips,West Brom,69,MID,2,1,3,1,0,42,0,0,0,0,3
Frederico Rodrigues de Paula Santos,Man Utd,69,MID,1,0,12,5,0,25,0,0,0,0,1
Solomon March,Brighton,69,MID,2,2,7,0,0,25,0,0,0,0,6
Harrison Reed,Fulham,69,MID,0,3,9,5,0,35,0,0,0,0,0
Jacob Murphy,Newcastle,69,MID,2,3,3,3,0,33,0,0,0,0,7
Oleksandr Zinchenko,Man City,69,DEF,0,0,8,0,0,14,0,0,0,0,5
Tammy Abraham,Chelsea,69,FWD,6,2,5,0,0,12,0,0,0,0,8
Willy Boly,Wolves,68,DEF,1,1,6,2,0,29,0,0,0,0,4
Ainsley Maitland-Niles,West Brom,68,DEF,0,2,6,2,0,23,0,0,0,0,1
Nathaniel Phillips,Liverpool,68,DEF,1,1,7,2,0,11,0,0,0,0,1
Nathan Redmond,Southampton,67,MID,2,3,1,1,0,39,0,0,0,0,3
Kalvin Phillips,Leeds,67,MID,1,2,9,10,0,34,0,0,0,0,2
Joel Ward,Crystal Palace,66,DEF,0,1,7,5,0,43,0,0,0,0,6
Ruben Loftus-Cheek,Fulham,66,MID,1,0,11,3,0,22,0,0,0,0,0
Alex Iwobi,Everton,65,MID,1,3,5,0,0,21,0,0,0,0,1
Jeffrey Schlupp,Crystal Palace,65,MID,2,3,5,3,0,26,0,0,0,0,3
Fernando Luiz Rosa,Man City,65,DEF,0,2,7,6,0,10,0,0,0,0,8
Jairo Riedewald,Crystal Palace,64,MID,2,0,4,4,0,39,0,0,0,0,4
Dan Burn,Brighton,64,DEF,1,0,6,5,0,28,1,0,0,0,1
George Baldock,Sheffield Utd,63,DEF,0,2,4,7,0,51,0,0,0,0,2
Aleksandar MitroviÄ,Fulham,63,FWD,3,3,1,3,0,24,0,1,0,0,7
Luka Milivojevic,Crystal Palace,63,MID,1,1,7,8,1,47,0,1,0,0,3
HÃ©lder Wander Sousa de Azevedo e Costa,Leeds,63,MID,3,4,3,0,0,23,1,0,0,0,2
Benjamin Mendy,Man City,63,DEF,2,1,5,2,0,10,0,0,0,0,8
N'Golo KantÃ©,Chelsea,62,MID,0,2,10,7,0,24,0,0,0,0,0
Daniel Ceballos FernÃ¡ndez,Arsenal,62,MID,0,4,6,4,0,17,0,0,0,0,7
Matej Vydra,Burnley,62,FWD,3,2,3,0,0,24,0,0,0,0,2
Andreas Christensen,Chelsea,61,DEF,0,0,8,2,1,17,0,0,0,0,9
Liam Cooper,Leeds,59,DEF,1,0,6,4,1,41,0,0,0,0,2
Callum Hudson-Odoi,Chelsea,59,MID,2,3,6,0,0,5,0,0,0,0,2
Ãaglar SÃ¶yÃ¼ncÃ¼,Leicester,59,DEF,1,0,5,2,0,30,0,0,0,0,3
Aymeric Laporte,Man City,58,DEF,0,0,7,1,0,10,0,0,0,0,4
Ayoze PÃ©rez,Leicester,58,MID,2,1,5,2,0,21,0,0,0,0,2
Tyrick Mitchell,Crystal Palace,58,DEF,1,2,4,1,0,32,0,0,0,0,5
Adam Lallana,Brighton,58,MID,1,1,5,0,0,18,0,0,0,0,2
Max Kilman,Wolves,58,DEF,0,1,5,4,0,11,0,0,0,0,8
Antonee Robinson,Fulham,57,DEF,0,0,5,4,1,28,0,0,0,0,1
Mbaye Diagne,West Brom,57,FWD,3,5,4,2,0,17,0,0,0,0,3
John Egan,Sheffield Utd,57,DEF,0,1,4,7,1,48,0,0,0,0,4
Marcos Alonso,Chelsea,57,DEF,2,1,5,2,0,13,0,0,0,0,5
Jordan Henderson,Liverpool,56,MID,1,2,4,0,0,23,0,0,0,0,2
Enda Stevens,Sheffield Utd,56,DEF,0,1,4,6,0,54,0,0,0,0,2
Mahmoud Ahmed Ibrahim Hassan,Aston Villa,56,MID,2,1,6,0,0,14,0,0,0,0,3
Mario Lemina,Fulham,55,MID,1,1,3,5,0,27,0,0,0,0,3
Thiago AlcÃ¡ntara do Nascimento,Liverpool,55,MID,1,0,8,4,0,18,0,0,0,0,1
Steven Bergwijn,Spurs,55,MID,1,4,5,3,0,15,0,0,0,0,2
Patrick van Aanholt,Crystal Palace,54,DEF,0,2,4,2,0,36,0,0,0,0,5
Jay Rodriguez,Burnley,54,FWD,1,3,4,3,0,25,0,0,0,0,2
Oliver Norwood,Sheffield Utd,54,MID,0,0,5,6,0,43,0,0,0,0,0
Mateo Kovacic,Chelsea,54,MID,0,1,9,4,0,26,0,0,0,0,0
Rayan Ait Nouri,Wolves,54,DEF,1,1,3,1,0,23,0,0,0,0,6
Gary Cahill,Crystal Palace,53,DEF,1,1,4,3,0,39,0,0,0,0,6
Federico FernÃ¡ndez,Newcastle,53,DEF,0,0,5,4,0,38,1,0,0,0,6
Ben Davies,Spurs,52,DEF,0,2,4,1,0,16,0,0,0,0,1
Ben Davies,Liverpool,52,DEF,0,2,4,1,0,16,0,0,0,0,1
Matt Ritchie,Newcastle,52,MID,0,5,3,2,0,22,1,0,0,0,5
Ashley Barnes,Burnley,52,FWD,3,0,6,4,0,19,0,0,0,0,7
Oriol Romeu Vidal,Southampton,52,MID,1,1,6,6,0,25,0,0,0,0,4
Jeff Hendrick,Newcastle,52,MID,2,1,3,1,1,24,0,0,0,0,3
Chris Basham,Sheffield Utd,51,DEF,0,1,2,5,0,51,0,0,0,0,2
Oluwasemilogo Adesewo Ibidapo Ajayi,West Brom,51,DEF,2,1,1,3,1,71,0,0,0,0,2
Ben Osborn,Sheffield Utd,51,MID,1,0,4,1,0,29,0,0,0,0,3
Curtis Jones,Liverpool,50,MID,1,2,5,2,0,14,0,0,0,0,0
Kenny Tete,Fulham,50,DEF,0,1,5,3,0,27,0,0,0,0,3
Mohamed Naser El Sayed Elneny,Arsenal,50,MID,1,0,5,3,0,20,0,0,0,0,3
Diego Llorente,Leeds,50,DEF,1,0,4,1,0,12,0,0,0,0,3
Johann Berg Gudmundsson,Burnley,50,MID,2,0,3,2,0,24,0,0,0,0,3
Erik Pieters,Burnley,50,DEF,0,3,3,1,0,19,1,0,0,0,5
Tyler Roberts,Leeds,49,MID,1,2,4,3,0,19,0,0,0,0,0
John Lundstram,Sheffield Utd,48,MID,0,2,3,8,1,41,0,1,0,0,2
Takumi Minamino,Southampton,48,MID,3,0,2,1,0,18,0,0,0,0,2
AndrÃ© Filipe Tavares Gomes,Everton,48,MID,0,1,5,3,0,22,0,0,0,0,0
Martin Dubravka,Newcastle,48,GK,0,0,3,0,0,19,0,0,0,45,6
Alexis Mac Allister,Brighton,48,MID,1,1,5,1,0,14,0,0,0,0,3
Matt Doherty,Spurs,47,DEF,0,2,4,2,1,15,0,0,0,0,4
Tom Davies,Everton,47,MID,0,1,5,3,0,23,0,0,0,0,1
Thomas Partey,Arsenal,47,MID,0,2,6,5,0,18,0,0,0,0,0
Olivier Giroud,Chelsea,47,FWD,4,0,4,1,0,5,0,0,0,0,6
Allan Marques Loureiro,Everton,47,MID,0,0,7,6,0,30,0,0,0,0,0
Ciaran Clark,Newcastle,46,DEF,1,0,3,3,0,35,1,0,0,0,2
Moussa Djenepo,Southampton,46,MID,1,2,3,5,0,27,0,0,0,0,0
Oliver Burke,Sheffield Utd,46,MID,1,2,1,2,0,21,0,0,0,0,0
James McArthur,Crystal Palace,45,MID,0,2,4,3,0,26,0,0,0,0,3
Emil Krafth,Newcastle,45,DEF,1,1,5,4,0,27,0,0,0,0,0
Jamal Lewis,Newcastle,44,DEF,0,1,3,4,0,37,0,0,0,0,3
Dean Henderson,Man Utd,44,GK,0,0,4,3,0,12,0,0,0,40,1
Moussa Sissoko,Spurs,44,MID,0,0,5,3,0,22,0,0,0,0,2
Oliver McBurnie,Sheffield Utd,44,FWD,1,2,0,2,0,27,0,0,0,0,2
James Milner,Liverpool,44,MID,0,2,4,3,0,10,0,0,0,0,2
Ethan Ampadu,Sheffield Utd,44,DEF,0,0,2,3,0,41,1,0,0,0,4
Robbie Brady,Burnley,44,MID,1,1,7,3,0,6,0,0,0,0,3
Jamaal Lascelles,Newcastle,44,DEF,2,0,2,4,0,32,0,0,0,0,3
RaÃºl JimÃ©nez,Wolves,43,FWD,4,1,4,0,0,10,1,0,0,0,7
Davinson SÃ¡nchez,Spurs,43,DEF,0,0,4,1,0,22,1,0,0,0,3
Daniel James,Man Utd,43,MID,3,1,4,3,0,7,0,0,0,0,1
Issa Diop,West Ham,42,DEF,2,0,2,3,0,22,1,0,0,0,1
Joel Matip,Liverpool,42,DEF,1,2,3,2,0,5,0,0,0,0,5
Arthur Masuaku,West Ham,42,DEF,0,2,4,2,0,15,0,0,0,0,4
Nampalys Mendy,Leicester,41,MID,0,1,4,5,0,25,0,0,0,0,0
SÃ©bastien Haller,West Ham,41,FWD,3,0,3,0,0,12,0,0,0,0,4
Jack Stephens,Southampton,41,DEF,0,0,4,2,0,39,0,0,0,0,6
Karlan Grant,West Brom,41,FWD,1,0,3,1,0,26,0,0,0,0,3
Michy Batshuayi,Crystal Palace,41,FWD,2,2,2,0,0,15,0,0,0,0,2
Sean Longstaff,Newcastle,41,MID,0,1,2,2,0,26,0,0,0,0,1
David Luiz Moreira Marinho,Arsenal,41,DEF,1,0,3,1,1,20,0,0,0,0,0
Dara O'Shea,West Brom,41,DEF,0,0,3,3,0,51,0,0,0,0,1
Isaac Hayden,Newcastle,40,MID,0,0,4,8,0,33,0,0,0,0,0
Josh Maja,Fulham,40,FWD,3,0,5,0,0,9,0,0,0,0,5
Willian JosÃ© Da Silva,Wolves,40,FWD,1,1,5,0,0,13,0,0,0,0,3
Martin Ãdegaard,Arsenal,40,MID,1,2,3,0,0,12,0,0,0,0,3
Paul Dummett,Newcastle,40,DEF,1,0,3,2,0,20,0,0,0,0,2
Grady Diangana,West Brom,39,MID,1,0,1,0,0,33,0,0,0,0,0
Ryan Fraser,Newcastle,39,MID,0,4,4,0,1,18,0,0,0,0,0
Scott Dann,Crystal Palace,39,DEF,1,1,2,1,0,24,0,0,0,0,1
FabiÃ¡n Balbuena,West Ham,39,DEF,1,0,4,1,1,19,0,0,0,0,0
Jayden Bogle,Sheffield Utd,39,DEF,2,0,2,2,0,20,0,0,0,0,0
