name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points
Jack_Rodwell,Sunderland,38,MID,0,1,2,4,0,32,0,0,0,0,1
Manolo_Gabbiadini,Southampton,38,FWD,4,1,3,1,0,12,0,1,0,0,4
Lazar_Markovic,Hull,37,MID,2,0,5,4,0,15,0,0,0,0,2
Danny_Welbeck,Arsenal,37,FWD,2,2,3,0,0,11,0,0,0,0,0
Joey_Barton,Burnley,37,MID,1,2,4,4,0,16,0,0,0,0,0
Morgan_Schneiderlin,Everton,37,MID,1,0,5,2,0,14,0,0,0,0,1
Bradley_Guzan,Middlesbrough,36,GK,0,0,3,0,0,17,0,0,0,37,3
Jordon_Ibe,Bournemouth,36,MID,0,0,3,0,0,22,0,0,0,0,0
Ramadan_Sobhi,Stoke,36,MID,0,2,5,2,0,11,0,0,0,0,1
Christian_Kabasele,Watford,35,DEF,2,0,1,1,0,15,0,0,0,0,1
Mamadou_Sakho,Crystal Palace,35,DEF,0,0,4,0,0,6,0,0,0,0,6
Bernardo_Espinosa Zúñiga,Middlesbrough,35,DEF,0,0,4,2,0,13,0,0,0,0,3
Arthur_Masuaku,West Ham,34,DEF,0,1,3,1,0,24,0,0,0,0,7
Modou_Barrow,Swansea,34,FWD,0,2,4,1,0,23,0,0,0,0,0
Vito_Mannone,Sunderland,34,GK,0,0,2,0,0,19,0,0,0,41,6
Marc_Muniesa,Stoke,34,DEF,1,0,3,2,0,7,0,0,0,0,3
Alfred_N'Diaye,Hull,34,MID,1,0,4,7,0,30,0,0,0,0,2
David_Meyler,Hull,33,MID,1,0,2,2,0,23,0,0,0,0,0
Rob_Holding,Arsenal,32,DEF,0,0,4,3,0,8,0,0,0,0,3
Borja_Bastón,Swansea,32,FWD,1,2,1,0,0,11,0,0,0,0,1
Leon_Britton,Swansea,32,MID,0,0,5,3,0,24,0,0,0,0,0
David_Marshall,Hull,32,GK,0,0,0,0,0,44,1,0,0,63,0
Loris_Karius,Liverpool,32,GK,0,0,3,0,0,12,0,0,0,20,0
Håvard_Nordtveit,West Ham,31,MID,0,1,3,2,0,20,0,0,0,0,0
Daniel_Ayala,Middlesbrough,31,DEF,1,0,3,3,0,16,0,0,0,0,0
Wahbi_Khazri,Sunderland,31,MID,1,0,1,6,0,21,0,0,0,0,3
Craig_Cathcart,Watford,31,DEF,0,1,2,3,0,21,0,0,0,0,3
Cuco_Martina,Southampton,31,DEF,0,0,3,0,0,6,0,0,0,0,5
Bojan_Krkic,Stoke,30,MID,3,0,0,1,0,12,0,1,0,0,4
Harry_Winks,Spurs,30,MID,1,1,0,1,0,6,0,0,0,0,0
Stephen_Kingsley,Swansea,29,DEF,0,0,3,0,0,20,0,0,0,0,2
Bryan_Oviedo,Sunderland,29,MID,0,0,3,4,0,26,0,0,0,0,0
Wilfried_Bony,Stoke,29,FWD,2,0,3,1,0,12,0,0,0,0,3
Sam_Byram,West Ham,29,DEF,0,1,3,5,1,27,0,0,0,0,2
Erik_Lamela,Spurs,28,MID,1,1,4,1,0,2,0,1,0,0,4
Grant_Leadbitter,Middlesbrough,28,MID,1,0,3,1,0,12,0,0,0,0,1
Isaac_Success,Watford,28,MID,1,1,1,2,0,9,0,0,0,0,0
Yohan_Benalouane,Leicester,27,DEF,0,0,4,4,0,15,0,0,0,0,0
Phil_Bardsley,Stoke,27,DEF,0,0,3,4,1,17,0,0,0,0,0
Dieumerci_Mbokani,Hull,27,FWD,0,2,3,0,0,16,0,0,0,0,0
Ashley_Young,Man Utd,26,MID,0,1,4,2,0,6,0,0,0,0,1
Ryan_Mason,Hull,26,MID,1,0,0,4,0,27,0,0,0,0,0
Saido_Berahino,Stoke,26,FWD,0,0,4,1,0,13,0,0,0,0,0
Mohamed_Elneny,Arsenal,26,MID,0,1,3,1,0,9,0,0,0,0,0
Adlène_Guédioura,Middlesbrough,26,MID,0,1,0,2,0,20,0,0,0,0,0
Angel_Rangel,Swansea,26,DEF,1,0,1,1,0,24,0,0,0,0,1
Luciano_Narsingh,Swansea,25,MID,0,3,1,0,0,8,0,0,0,0,0
Viktor_Fischer,Middlesbrough,25,MID,0,3,1,0,0,6,0,0,0,0,0
Chung-yong_Lee,Crystal Palace,24,MID,0,1,2,0,0,13,0,0,0,0,0
Papy_Djilobodji,Sunderland,24,DEF,0,0,2,4,1,35,0,0,0,0,0
Leonardo_Ulloa,Leicester,24,FWD,1,0,2,0,0,5,0,0,0,0,1
Giannelli_Imbula,Stoke,24,MID,0,1,2,1,0,20,1,0,0,0,1
Shaun_Maloney,Hull,24,MID,1,2,1,0,0,7,0,0,0,0,2
James_McCarthy,Everton,23,MID,1,1,0,2,0,10,0,0,0,0,0
Jonathan_Calleri,West Ham,23,FWD,1,0,3,0,0,4,0,0,0,0,0
Branislav_Ivanovic,Chelsea,23,DEF,0,1,1,2,0,9,0,0,0,0,2
James_Tarkowski,Burnley,23,DEF,0,0,1,1,0,11,0,0,0,0,0
Sergio_Romero,Man Utd,23,GK,0,0,2,0,0,0,0,0,1,10,3
Sam_McQueen,Southampton,23,MID,0,1,1,0,0,9,0,0,0,0,0
Aaron_Lennon,Everton,22,MID,0,1,2,0,0,5,0,0,0,0,0
Neil_Taylor,Swansea,22,DEF,0,1,2,1,0,26,0,0,0,0,0
Rudy_Gestede,Middlesbrough,21,FWD,1,0,1,3,0,12,0,0,0,0,0
Patrick_Bamford,Middlesbrough,21,FWD,1,0,0,1,0,8,0,0,0,0,2
Donald_Love,Sunderland,21,DEF,0,1,1,1,0,11,0,0,0,0,1
Jordi_Amat,Swansea,21,DEF,0,0,2,5,0,36,0,0,0,0,0
John_Terry,Chelsea,21,DEF,1,0,1,1,0,9,0,0,0,0,0
Jack_Butland,Stoke,20,GK,0,0,2,0,0,8,0,0,0,17,2
Markus_Henriksen,Hull,20,MID,0,0,0,1,0,13,0,0,0,0,0
Lucas_Pérez,Arsenal,20,FWD,1,1,1,0,0,2,0,0,0,0,0
Steve_Mandanda,Crystal Palace,19,GK,0,0,0,0,0,17,0,0,0,24,0
Jay_Fulton,Swansea,19,MID,0,0,3,2,0,15,0,0,0,0,0
Benjamin_Chilwell,Leicester,19,DEF,1,0,1,2,0,18,0,0,0,0,0
Jefferson_Montero,Swansea,18,MID,0,1,0,0,0,9,0,0,0,0,0
Connor_Wickham,Crystal Palace,18,FWD,2,0,0,1,0,6,0,0,0,0,0
Evandro_Goebel,Hull,18,MID,0,0,3,1,0,10,0,0,0,0,0
Fernando Francisco_Reges,Man City,18,MID,0,0,1,3,0,10,0,0,0,0,1
Dominic_Calvert-Lewin,Everton,17,FWD,1,0,0,1,0,7,0,0,0,0,1
Lewis_Cook,Bournemouth,17,MID,0,2,1,1,0,7,0,0,0,0,1
Oscar_dos Santos Emboaba Junior,Chelsea,17,MID,0,1,1,1,0,6,0,0,0,0,0
Ron-Robert_Zieler,Leicester,17,GK,0,0,1,0,0,16,0,0,0,18,0
Michel_Vorm,Spurs,17,GK,0,0,2,0,0,2,0,0,0,7,0
Darron_Gibson,Sunderland,17,MID,0,0,1,4,0,12,0,0,0,0,0
Mike_van der Hoorn,Swansea,16,DEF,1,0,1,1,0,20,0,0,0,0,0
Ashley_Fletcher,West Ham,16,FWD,0,0,0,2,0,13,0,0,0,0,0
Ademola_Lookman,Everton,16,MID,1,0,1,0,0,2,0,0,0,0,0
Fraizer_Campbell,Crystal Palace,16,FWD,1,0,0,0,0,4,0,0,0,0,0
Ibrahim_Afellay,Stoke,15,MID,0,0,0,0,0,5,0,0,0,0,0
Alberto_Moreno,Liverpool,15,DEF,0,1,0,1,0,7,0,0,0,0,1
Steven_Pienaar,Sunderland,15,MID,0,0,2,5,1,13,0,0,0,0,0
Adrian_Mariappa,Watford,15,DEF,0,0,1,0,0,13,0,0,0,0,3
Kurt_Zouma,Chelsea,15,DEF,0,1,0,0,0,8,0,0,0,0,3
Lys_Mousset,Bournemouth,14,FWD,0,1,1,0,0,4,1,0,0,0,0
Craig_Gardner,West Brom,14,MID,0,1,1,1,0,6,0,0,0,0,0
Axel_Tuanzebe,Man Utd,14,DEF,0,0,2,0,0,4,0,0,0,0,0
Ashley_Westwood,Burnley,13,MID,0,0,1,3,0,9,0,0,0,0,0
Gerard_Deulofeu,Everton,13,MID,0,0,0,1,0,6,0,0,0,0,0
Shay_Given,Stoke,13,GK,0,0,0,1,0,14,1,0,1,18,3
Fabian_Delph,Man City,13,MID,1,0,0,1,0,4,0,0,0,0,0
Omar_Elabdellaoui,Hull,13,DEF,0,0,1,0,0,16,0,0,0,0,0
Joshua_Sims,Southampton,12,MID,0,1,1,0,0,1,0,0,0,0,0
Lee_Cattermole,Sunderland,12,MID,0,0,0,4,0,13,0,0,0,0,0
Diafra_Sakho,West Ham,12,FWD,1,0,0,0,0,4,0,0,0,0,2
Mathieu_Flamini,Crystal Palace,12,MID,0,0,0,0,0,6,0,0,0,0,0
Nathan_Dyer,Swansea,12,MID,0,1,0,0,0,11,0,0,0,0,0
Matt_Targett,Southampton,12,DEF,0,0,1,0,0,4,0,0,0,0,0
Patrick_McNair,Sunderland,12,DEF,0,0,1,0,0,9,1,0,0,0,0
Lynden_Gooch,Sunderland,12,MID,0,0,1,3,0,9,0,0,0,0,0
Jonathan_Leko,West Brom,12,MID,0,1,0,0,0,3,0,0,0,0,0
Jan_Kirchhoff,Sunderland,12,MID,0,1,0,1,0,11,0,0,0,0,0
Nathaniel_Chalobah,Chelsea,12,MID,0,1,0,2,0,3,0,0,0,0,0
Simone_Zaza,West Ham,10,FWD,0,0,2,2,0,14,0,0,0,0,0
Emilio_Nsue Lopez,Middlesbrough,10,DEF,0,0,1,0,0,5,0,0,0,0,0
Gökhan_Töre,West Ham,10,MID,0,1,1,0,0,4,0,0,0,0,0
Timothy_Fosu-Mensah,Man Utd,9,DEF,0,0,1,0,0,0,0,0,0,0,0
Brendan_Galloway,Everton,9,DEF,0,0,1,0,0,3,0,0,0,0,0
Josh_Tymon,Hull,9,DEF,0,0,1,1,0,8,0,0,0,0,0
Jon_Flanagan,Burnley,9,DEF,0,0,1,2,0,4,0,0,0,0,0
Ezekiel_Fryers,Crystal Palace,9,DEF,0,1,0,0,0,7,0,0,0,0,0
Matthew_Pennington,Everton,9,DEF,1,0,0,0,0,6,0,0,0,0,0
Sam_Field,West Brom,9,MID,0,0,1,2,0,1,0,0,0,0,0
Damian Emiliano_Martinez,Arsenal,8,GK,0,0,1,0,0,3,0,0,0,5,0
Jordan_Rhodes,Middlesbrough,8,FWD,0,0,0,0,0,2,0,0,0,0,0
Mauro_Zárate,Watford,8,FWD,0,1,0,0,0,3,0,0,0,0,0
Joshua_Harrop,Man Utd,8,MID,1,0,1,0,0,0,0,0,0,0,0
Adam_Federici,Bournemouth,8,GK,0,0,1,1,0,3,0,0,0,5,1
Max_Gradel,Bournemouth,8,MID,0,0,0,3,0,1,0,0,0,0,0
Will_Keane,Hull,8,FWD,0,0,1,0,0,10,0,0,0,0,0
Georges-Kévin_Nkoudou,Spurs,8,MID,0,0,0,0,0,0,0,0,0,0,0
Jonas_Olsson,West Brom,8,DEF,0,0,1,3,0,13,0,0,0,0,0
Jarrod_Bowen,Hull,8,FWD,0,0,0,0,0,8,0,0,0,0,0
Trent_Alexander-Arnold,Liverpool,8,MID,0,0,0,0,0,2,0,0,0,0,0
Demetri_Mitchell,Man Utd,8,DEF,0,0,1,0,0,0,0,0,0,0,2
Bakary_Sako,Crystal Palace,7,MID,0,0,0,0,0,5,0,0,0,0,0
George_Honeyman,Sunderland,7,MID,0,0,1,1,0,4,0,0,0,0,0
Michael_Kightly,Burnley,6,MID,0,0,0,0,0,1,0,0,0,0,0
Arouna_Koné,Everton,6,FWD,0,0,0,0,0,3,0,0,0,0,0
Joel Dinis_Castro Pereira,Man Utd,6,GK,0,0,1,0,0,0,0,0,0,1,0
Jerome_Sinclair,Watford,6,FWD,0,0,0,0,0,1,0,0,0,0,0
Lewis_Grabban,Bournemouth,6,FWD,0,1,0,0,0,2,0,0,0,0,0
Loïc_Remy,Crystal Palace,6,FWD,0,0,1,0,0,3,0,0,0,0,0
Nampalys_Mendy,Leicester,6,MID,0,0,1,1,0,5,0,0,0,0,0
Pape_Souaré,Crystal Palace,6,DEF,0,0,0,0,0,3,0,0,0,0,0
Ruben_Loftus-Cheek,Chelsea,6,MID,0,0,0,0,0,0,0,0,0,0,0
Jérémy_Pied,Southampton,5,DEF,0,0,0,0,0,1,0,0,0,0,0
Joshua_Onomah,Spurs,5,MID,0,0,0,0,0,0,0,0,0,0,0
Oliver_McBurnie,Swansea,5,FWD,0,0,0,0,0,5,0,0,0,0,0
Paul_Robinson,Burnley,5,GK,0,0,0,0,0,7,0,0,0,10,0
Ben_Woodburn,Liverpool,5,MID,0,0,0,0,0,1,0,0,0,0,0
Julien_Ngoy,Stoke,5,FWD,0,0,0,0,0,1,0,0,0,0,0
Aleix_García Serrano,Man City,4,MID,0,0,0,0,0,2,0,0,0,0,0
Marko_Grujic,Liverpool,4,MID,0,0,0,1,0,0,0,0,0,0,0
Jordon_Mutch,Crystal Palace,4,MID,0,0,0,0,0,1,0,0,0,0,0
David_Nugent,Middlesbrough,4,FWD,0,0,0,0,0,0,0,0,0,0,0
Tyrone_Mings,Bournemouth,4,DEF,0,0,0,0,0,16,2,0,0,0,2
Kevin_Stewart,Liverpool,4,DEF,0,0,0,0,0,0,0,0,0,0,0
Filip_Lesniak,Spurs,4,MID,0,1,0,0,0,0,0,0,0,0,0
Bradley_Smith,Bournemouth,4,DEF,0,0,0,1,0,9,0,0,0,0,0
Ryan_Allsop,Bournemouth,3,GK,0,0,0,0,0,1,0,0,0,4,0
Memphis_Depay,Man Utd,3,MID,0,0,0,1,0,1,0,0,0,0,0
Ola_Aina,Chelsea,3,DEF,0,0,0,0,0,0,0,0,0,0,0
Harrison_Reed,Southampton,3,MID,0,0,0,0,0,1,0,0,0,0,0
Kristoffer_Nordfeldt,Swansea,3,GK,0,0,0,0,0,1,0,0,0,4,0
Aiden_O'Neill,Burnley,3,MID,0,0,0,0,0,4,0,0,0,0,0
Albert_Adomah,Middlesbrough,3,MID,0,0,0,0,0,2,0,0,0,0,0
Luis_Hernández,Leicester,3,DEF,0,0,0,1,0,8,0,0,0,0,0
Kevin_Long,Burnley,3,DEF,0,0,0,0,0,6,0,0,0,0,0
Robert Kenedy_Nunes do Nascimento,Chelsea,3,MID,0,0,0,0,0,3,0,0,0,0,0
Scott_McTominay,Man Utd,3,MID,0,0,1,1,0,0,0,0,0,0,0
Daniel_Agyei,Burnley,3,FWD,0,0,0,0,0,0,0,0,0,0,0
Oviemuno_Ejaria,Liverpool,2,MID,0,0,0,0,0,0,0,0,0,0,0
Asmir_Begovic,Chelsea,2,GK,0,0,0,0,0,5,0,0,0,1,0
Martín_Cáceres,Southampton,2,DEF,0,0,0,0,0,1,0,0,0,0,0
David_Ospina,Arsenal,2,GK,0,0,0,0,0,4,0,0,0,4,0
Lukas_Jutkiewicz,Burnley,2,FWD,0,0,0,0,0,0,0,0,0,0,0
Carl_Jenkinson,Arsenal,2,DEF,0,0,0,0,0,1,0,0,0,0,0
Dion_Pereira,Watford,2,MID,0,0,0,0,0,1,0,0,0,0,0
Mile_Jedinak,Crystal Palace,2,MID,0,0,0,0,0,1,0,0,0,0,0
Jeremain_Lens,Sunderland,2,MID,0,0,0,0,0,1,0,0,0,0,0
Kevin_Wimmer,Spurs,2,DEF,0,0,0,3,0,4,1,0,0,0,0
Costel_Pantilimon,Watford,2,GK,0,0,0,0,0,4,0,0,0,6,0
Ikechi_Anya,Watford,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ainsley_Maitland-Niles,Arsenal,1,MID,0,0,0,0,0,0,0,0,0,0,0
Marcin_Wasilewski,Leicester,1,DEF,0,0,0,0,0,2,0,0,0,0,0
Ben_Watson,Watford,1,MID,0,0,0,0,1,2,0,0,0,0,0
Per_Mertesacker,Arsenal,1,DEF,0,0,0,0,0,1,0,0,0,0,0
Philipp_Wollscheid,Stoke,1,DEF,0,0,0,1,0,5,0,0,0,0,0
Jonathan_Benteke,Crystal Palace,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Baily_Cargill,Bournemouth,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Sullay_Kaikai,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0
Mathieu_Debuchy,Arsenal,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Rickie_Lambert,West Brom,1,FWD,0,0,0,0,0,0,0,0,0,0,0
David_Jones,Burnley,1,MID,0,0,0,1,0,1,0,0,0,0,0
Joel_Asoro,Sunderland,1,MID,0,0,0,0,0,0,0,0,0,0,0
Joleon_Lescott,Sunderland,1,DEF,0,0,0,0,0,5,0,0,0,0,0
Angel_Gomes,Man Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Samir_Nasri,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0
Matej_Vydra,Watford,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Declan_Rice,West Ham,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jonjoe_Kenny,Everton,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Matthew_James,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0
Matthew_Worthington,Bournemouth,1,MID,0,0,0,0,0,0,0,0,0,0,0
Brandon_Mason,Watford,1,DEF,0,0,0,0,0,5,0,0,0,0,0
Michael_Folivi,Watford,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Zachary_Dearnley,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Fredrik_Ulvestad,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0
Jeff_Reine-Adelaide,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0
Eunan_O'Kane,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Stephen_Ireland,Stoke,0,MID,0,0,0,0,0,0,0,0,0,0,0
Álvaro_Arbeloa,West Ham,0,DEF,0,0,0,3,0,9,0,0,0,0,0
Alex_Pritchard,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alex_Pike,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0
James_Wilson,Man Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Steven_Berghuis,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Aaron_Wan-Bissaka,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Daniel_James,Swansea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alex_Palmer,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0
James_Weir,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0
Ethan_Robson,Sunderland,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alex_McCarthy,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Stuart_Taylor,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Yaya_Sanogo,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Danny_Ings,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Andrew_Eleftheriou,Watford,0,DEF,0,0,0,0,0,2,0,0,0,0,0
Joe_Hart,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0
John Obi_Mikel,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Andreas_Pereira,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Serge_Gnabry,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0
Florin_Gardos,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Daniel_Kemp,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Joel_Taylor,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Daniel_Lafferty,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Shaun_MacDonald,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Joel_Campbell,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0
Franck_Tabanou,Swansea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Almen_Abdi,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Allan_McGregor,Hull,0,GK,0,0,0,0,0,0,0,0,0,0,0
Aaron_Ramsdale,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0
Joe_Williams,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Abdul Rahman_Baba,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Alexander_Manninger,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0
Guillermo_Varela,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Eliaquim_Mangala,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Greg_Luer,Hull,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Jack_Rose,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0
Elliott_Moore,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Tyias_Browning,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Adam_Reach,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento_Teixeira,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Elliot_Embleton,Sunderland,0,MID,0,0,0,0,0,0,0,0,0,0,0
Domingos_Quina,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Hiram_Boateng,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
DeAndre_Yedlin,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Dominic_Solanke,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Harry_Wilson,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0
Dusan_Kuciak,Hull,0,GK,0,0,0,0,0,0,0,0,0,0,0
Greg_Olley,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0
Harry_Lewis,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Eduardo_Dos Reis Carvalho,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0
Gökhan_Inler,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tommie_Hoban,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Dimitrios_Konstantopoulos,Middlesbrough,0,GK,0,0,0,0,0,0,0,0,0,0,0
Jake_Hesketh,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Jakob_Haugaard,Stoke,0,GK,0,0,0,0,0,0,0,0,0,0,0
Sébastien_Pocognoli,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Takuma_Asano,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Tendayi_Darikwa,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Alex_Bruce,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Thibaud_Verlinden,Stoke,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alex_Baptiste,Middlesbrough,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Thomas_Edwards,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Thomas_Robson,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Giedrius_Arlauskis,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0
Adam_Matthews,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Jonathan_Williams,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
James_Husband,Middlesbrough,0,DEF,0,0,0,0,0,3,0,0,0,0,0
Tokelo_Rantie,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Emerson_Hyndman,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
James_Chester,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Gerhard_Tremmel,Swansea,0,GK,0,0,0,0,0,0,0,0,0,0,0
Mohamed_Diamé,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0
Samuel_Shashoua,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Carl_Stewart,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Matt_Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun_Ladapo,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Oleksandr_Zinchenko,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0
Mateusz_Hewelt,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Olufela_Olomola,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Oluwaseyi_Ojo,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0
Oluwatosin_Adarabioyo,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Marvin_Emnes,Swansea,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Carlos_De Pena,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0
Bertrand_Traore,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Pablo_Maffeo,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Mario_Suárez,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Mario_Balotelli,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Marcus_Browne,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Charlie_Rowan,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Chris_Long,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Ben_Wynter,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Pau_López Sabata,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Matt_Miazga,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Noor_Husin,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Sam_Surridge,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Nabil_Bentaleb,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Molla_Wagué,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Brian_Lenihan,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Moses_Makasi,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Moses_Odubajo,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Mouez_Hassen,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Michael_Simões Domingues,Sunderland,0,GK,0,0,0,0,0,0,0,0,0,0,0
Michael_Phillips,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Muhamed_Besic,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Michael_Ledger,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Cameron_Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Brice_Dja Djédjé,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Callum_McManaman,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0
Nathan_Holland,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Matthew_Willock,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Cameron_Borthwick-Jackson,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Cameron_Brannagan,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0
Boaz_Myhill,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0
Nick_Pope,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0
