name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points
Marc Navarro 360,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Mavropanos 8,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier 334,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Mario Lemina 324,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever 628,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Mark Duffy 300,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elyounoussi 322,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
James Chester 23,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Daniel N'Lundulu 535,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Robert Kenedy Nunes do Nascimento 462,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Rachid Ghezzal 173,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0
Rafael Camacho 201,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0
Fraser Forster 317,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Filip Benkovic 597,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster 464,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Rhu-endly Martina 577,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Richard Stearman 296,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ethan Ampadu 121,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Ellis Simms 667,Everton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Robert Elliot 573,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0
Jake Eastwood 299,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Eldin Jakupovic 169,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0
Dennis Cirkin 655,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Rolando Aarons 499,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Davide Zappacosta 109,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Romelu Lukaku 232,Man Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0
David Button 48,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Darnell Johnson 662,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Danny Ward 170,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0
Danilo Luiz da Silva 209,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Pontus Dahlberg 367,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0
Gavin Kilkenny 565,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Philip Heise 484,Norwich,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Pedro Obiang 400,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Jacob Murphy 483,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Jacob Maddox 663,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Phillips 589,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Jack Young 656,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Jack Colback 482,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Nikola Tavares 635,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Nya Kirby 588,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Ivan Cavaleiro 419,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Idrissa Gueye 156,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0
HÃ©lder Costa 418,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Heurelho da Silva Gomes 513,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0
Oskar Buur 587,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Owen Otasowie 566,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Panagiotis Retsos 625,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Harvey White 634,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Harry Lewis 548,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Grady Diangana 398,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
GonÃ§alo Bento Soares Cardoso 594,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Giovanni McGregor 608,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Frederick Woodman 264,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne 215,All Teams,251,MID,13,23,18,3,0,22,0,0,0,0,35
Mohamed Salah 191,All Teams,233,MID,19,10,16,1,0,26,0,0,0,0,26
Sadio ManÃ© 192,All Teams,221,MID,18,10,12,3,0,28,0,0,0,0,27
Trent Alexander-Arnold 182,All Teams,210,DEF,4,15,14,5,0,32,0,0,0,0,24
Jamie Vardy 166,All Teams,210,FWD,23,7,11,3,0,38,0,1,0,0,34
Pierre-Emerick Aubameyang 11,All Teams,205,FWD,22,5,10,3,1,44,0,0,0,0,37
Raheem Sterling 214,All Teams,204,MID,20,6,13,5,0,31,0,2,0,0,20
Anthony Martial 239,All Teams,200,MID,17,9,14,1,0,27,0,1,0,0,14
Danny Ings 313,All Teams,198,FWD,22,2,6,3,0,44,0,1,0,0,40
RaÃºl JimÃ©nez 409,All Teams,194,FWD,17,7,15,3,0,36,0,0,0,0,33
Andrew Robertson 181,All Teams,181,DEF,2,12,13,2,0,31,0,0,0,0,20
Virgil van Dijk 183,All Teams,178,DEF,5,2,15,1,0,33,0,0,0,0,14
Marcus Rashford 233,All Teams,177,FWD,17,8,9,3,0,29,0,2,0,0,31
Riyad Mahrez 217,All Teams,175,MID,11,14,10,0,0,15,0,0,0,0,17
Nick Pope 93,All Teams,170,GK,0,0,15,1,0,50,0,0,1,120,23
Heung-Min Son 342,All Teams,169,MID,11,13,7,0,2,32,0,1,0,0,18
Willian Borges Da Silva 113,All Teams,168,MID,9,9,10,4,0,35,0,0,0,0,26
Matt Doherty 401,All Teams,167,DEF,4,8,12,1,0,31,0,0,0,0,15
Richarlison de Andrade 150,All Teams,165,MID,13,5,9,8,0,51,0,0,0,0,13
Dean Henderson 471,All Teams,160,GK,0,1,13,2,0,33,0,0,1,97,16
Harry Kane 338,All Teams,158,FWD,18,2,6,4,0,36,0,0,0,0,26
Kasper Schmeichel 168,All Teams,156,GK,0,0,13,2,0,41,0,0,2,97,10
Roberto Firmino 187,All Teams,155,FWD,9,9,16,0,0,26,0,0,0,0,20
Tammy Abraham 460,All Teams,153,FWD,15,6,7,2,0,34,1,0,0,0,20
Rui Pedro dos Santos PatrÃ­cio 411,All Teams,153,GK,0,0,13,0,0,40,0,0,2,90,8
Jack Grealish 29,All Teams,149,MID,8,7,7,8,0,63,0,1,0,0,19
Gabriel Fernando de Jesus 211,All Teams,146,FWD,14,8,12,3,0,14,0,1,0,0,17
John Lundstram 297,All Teams,144,DEF,5,4,10,5,0,29,0,0,0,0,15
James Tarkowski 84,All Teams,143,DEF,2,3,15,10,0,50,0,0,0,0,14
David de Gea 235,All Teams,143,GK,0,0,13,2,0,36,0,0,0,95,8
Martin Dubravka 262,All Teams,143,GK,0,0,11,0,0,58,0,0,0,139,7
Enda Stevens 291,All Teams,142,DEF,2,4,13,7,0,39,0,0,0,0,8
George Baldock 294,All Teams,142,DEF,2,4,13,7,0,39,0,0,0,0,7
David Silva 219,All Teams,139,MID,6,12,11,0,0,15,0,0,0,0,15
Teemu Pukki 278,All Teams,139,FWD,11,3,6,3,0,59,0,0,0,0,21
Mason Mount 463,All Teams,137,MID,7,6,9,3,0,44,0,0,0,0,11
Ben Foster 366,All Teams,137,GK,0,0,9,1,0,64,0,0,1,117,17
Vicente Guaita 131,All Teams,137,GK,0,0,10,1,0,42,1,0,0,111,16
Chris Wood 91,All Teams,136,FWD,14,1,11,1,0,33,1,0,0,0,21
Mathew Ryan 47,All Teams,135,GK,0,0,9,0,0,54,0,0,0,117,14
John Egan 295,All Teams,133,DEF,2,1,13,3,1,33,0,0,0,0,9
Harvey Barnes 172,All Teams,133,MID,6,10,9,0,0,24,0,0,0,0,9
Ederson Santana de Moraes 212,All Teams,133,GK,0,0,16,3,1,31,0,0,0,68,2
Jordan Ayew 468,All Teams,132,FWD,9,3,12,6,0,45,0,0,0,0,19
Sergio AgÃ¼ero 210,All Teams,132,FWD,16,6,5,1,0,18,0,1,0,0,14
Neal Maupay 502,All Teams,131,FWD,10,3,8,3,0,36,0,1,0,0,21
Adama TraorÃ© 417,All Teams,130,MID,4,9,7,1,0,33,0,0,0,0,14
CÃ©sar Azpilicueta 105,All Teams,130,DEF,2,6,8,1,0,53,0,0,0,0,16
Ayoze PÃ©rez 265,All Teams,129,MID,8,5,9,0,0,25,0,0,0,0,9
Lewis Dunk 42,All Teams,128,DEF,3,3,9,9,0,50,0,0,0,0,17
Jonny Evans 162,All Teams,128,DEF,1,2,13,7,1,41,1,0,0,0,12
Christian Pulisic 431,All Teams,127,MID,9,8,6,0,0,28,0,0,0,0,8
Aaron Wan-Bissaka 122,All Teams,127,DEF,0,4,12,8,0,33,0,0,0,0,16
Dominic Calvert-Lewin 147,All Teams,126,FWD,13,1,8,9,0,43,0,0,0,0,15
Aaron Ramsdale 494,All Teams,126,GK,0,1,5,0,0,62,0,0,1,128,13
James Maddison 171,All Teams,125,MID,6,5,10,4,0,26,0,0,0,0,14
Serge Aurier 336,All Teams,124,DEF,1,7,9,2,1,33,1,0,0,0,15
Ricardo Domingos Barbosa Pereira 159,All Teams,123,DEF,3,2,10,1,0,27,0,0,0,0,11
Jonathan Castro Otto 402,All Teams,123,DEF,2,3,11,4,0,35,0,0,0,0,6
Harry Maguire 160,All Teams,123,DEF,1,0,13,6,0,36,0,0,0,0,5
Dwight McNeil 97,All Teams,123,MID,2,7,16,5,0,48,0,0,0,0,6
Chris Basham 423,All Teams,123,DEF,0,1,13,4,0,37,0,0,0,0,6
Alisson Ramses Becker 189,All Teams,122,GK,0,1,13,0,1,24,0,0,0,58,11
Ãaglar SÃ¶yÃ¼ncÃ¼ 164,All Teams,120,DEF,1,1,12,4,1,35,0,0,0,0,12
Wilfried Zaha 133,All Teams,120,MID,4,6,9,5,0,46,0,0,0,0,4
Lucas Digne 141,All Teams,120,DEF,0,8,9,6,0,49,1,0,0,0,16
Ashley Westwood 101,All Teams,118,MID,2,7,15,9,0,39,0,0,0,0,11
Alexandre Lacazette 12,All Teams,118,FWD,10,7,5,8,0,25,0,0,0,0,16
Conor Coady 403,All Teams,118,DEF,0,0,13,5,0,40,0,0,0,0,7
Bruno Miguel Borges Fernandes 618,All Teams,117,MID,8,8,9,2,0,6,0,0,0,0,18
James Ward-Prowse 321,All Teams,117,MID,5,4,9,9,0,60,0,2,0,0,8
Jordan Pickford 148,All Teams,117,GK,0,0,9,2,0,56,0,0,0,94,5
Youri Tielemans 448,All Teams,117,MID,3,6,12,2,0,35,0,0,0,0,5
Bamidele Alli 344,All Teams,117,MID,8,6,4,2,0,25,0,0,0,0,12
Bernardo Mota Veiga de Carvalho e Silva 218,All Teams,116,MID,6,7,9,5,0,24,0,0,0,0,7
Victor LindelÃ¶f 225,All Teams,116,DEF,1,0,12,6,0,32,1,0,0,0,9
Callum Wilson 67,All Teams,116,FWD,8,6,4,9,0,53,0,0,0,0,8
Jordan Henderson 198,All Teams,116,MID,4,5,16,2,0,14,0,0,0,0,11
Kyle Walker 203,All Teams,114,DEF,1,4,12,5,0,24,0,0,0,0,7
Bernd Leno 14,All Teams,114,GK,0,0,7,2,0,39,0,0,1,113,10
Benjamin Chilwell 161,All Teams,114,DEF,3,3,9,3,0,26,0,0,0,0,8
JoÃ£o Filipe Iria Santos Moutinho 415,All Teams,113,MID,1,7,11,7,0,36,0,0,0,0,12
Abdoulaye DoucourÃ© 368,All Teams,113,MID,4,4,10,9,0,61,1,0,0,0,9
Michail Antonio 389,All Teams,111,MID,10,4,3,3,0,30,0,0,0,0,8
Jack O'Connell 293,All Teams,111,DEF,0,1,12,4,0,28,0,0,0,0,6
Todd Cantwell 287,All Teams,111,MID,6,2,6,6,0,54,0,0,0,0,10
Ben Mee 83,All Teams,110,DEF,1,2,13,7,0,45,0,0,0,0,6
Miguel AlmirÃ³n 266,All Teams,109,MID,4,2,12,5,0,48,0,0,0,0,5
Patrick van Aanholt 123,All Teams,109,DEF,3,2,8,0,0,38,1,0,0,0,12
Tim Krul 280,All Teams,109,GK,0,0,5,4,0,68,1,0,2,131,10
Troy Deeney 362,All Teams,109,FWD,10,2,6,3,0,39,0,1,0,0,15
Georginio Wijnaldum 199,All Teams,107,MID,4,0,12,0,0,28,0,0,0,0,5
IsmaÃ¯la Sarr 525,All Teams,107,MID,5,7,6,1,0,35,0,0,0,0,7
Nathan Redmond 320,All Teams,107,MID,4,4,7,2,0,51,0,0,0,0,8
Nicolas PÃ©pÃ© 488,All Teams,106,MID,5,6,5,4,0,30,0,0,0,0,9
Diogo Jota 410,All Teams,105,FWD,7,3,10,4,0,28,0,0,0,0,12
Declan Rice 395,All Teams,105,MID,1,5,7,6,0,62,0,0,0,0,8
Mark Noble 396,All Teams,105,MID,4,4,7,5,0,44,0,0,0,0,8
Jonjo Shelvey 269,All Teams,105,MID,6,2,8,3,0,34,0,0,0,0,15
Alex McCarthy 318,All Teams,104,GK,0,0,7,0,0,35,0,0,1,79,8
Leandro Trossard 421,All Teams,104,MID,5,5,4,0,0,34,0,0,0,0,9
Romain SaÃ¯ss 407,All Teams,103,DEF,2,2,10,10,1,34,0,0,0,0,8
Mason Greenwood 234,All Teams,103,FWD,10,1,6,0,0,13,0,0,0,0,17
Federico FernÃ¡ndez 254,All Teams,102,DEF,2,3,8,8,0,42,1,0,0,0,13
SÃ©bastien Haller 457,All Teams,102,FWD,7,3,5,1,0,41,0,0,0,0,11
John Fleck 301,All Teams,101,MID,5,2,8,8,0,30,0,0,0,0,13
Lucas Rodrigues Moura da Silva 345,All Teams,100,MID,4,5,6,3,0,29,0,0,0,0,3
Leander Dendoncker 420,All Teams,100,MID,4,0,11,5,0,34,1,0,0,0,9
Marcos Alonso 103,All Teams,100,DEF,4,4,7,4,0,18,0,0,0,0,11
Jay Rodriguez 451,All Teams,100,FWD,8,2,7,1,0,34,0,0,0,0,9
Joshua King 68,All Teams,99,FWD,6,5,4,0,0,37,0,0,0,0,11
Hugo Lloris 340,All Teams,98,GK,0,0,6,0,0,21,0,0,1,80,13
Mahmoud Ahmed Ibrahim Hassan 465,All Teams,98,MID,6,2,6,2,1,29,0,0,0,0,7
Oliver Norwood 302,All Teams,98,MID,1,3,13,8,0,36,0,0,0,0,6
Stuart Armstrong 323,All Teams,98,MID,5,4,7,4,0,25,0,0,0,0,10
RÃºben Diogo da Silva Neves 414,All Teams,97,MID,2,2,13,9,0,35,0,0,0,0,7
Willy Boly 405,All Teams,97,DEF,0,1,12,1,1,15,0,0,0,0,10
Toby Alderweireld 331,All Teams,97,DEF,2,2,7,7,0,39,1,0,0,0,6
Daniel James 243,All Teams,95,MID,3,6,7,4,0,29,0,0,0,0,2
Gylfi Sigurdsson 151,All Teams,95,MID,2,4,6,3,0,45,0,0,0,0,7
David Luiz Moreira Marinho 106,All Teams,94,DEF,2,1,8,5,2,42,0,0,0,0,10
Emiliano BuendÃ­a 283,All Teams,94,MID,1,7,3,6,1,54,0,0,0,0,12
Pablo Fornals 399,All Teams,93,MID,2,6,6,3,0,35,0,0,0,0,4
Anwar El Ghazi 30,All Teams,93,MID,4,5,5,3,0,48,0,0,0,0,0
Joseph Gomez 184,All Teams,93,DEF,0,0,12,7,0,16,0,0,0,0,7
Jorge Luiz Frello Filho 118,All Teams,92,MID,4,3,6,10,0,40,0,0,0,0,9
James McArthur 138,All Teams,92,MID,0,4,11,6,0,38,0,0,0,0,2
Rodrigo Hernandez 443,All Teams,92,MID,3,2,14,8,0,27,0,0,0,0,5
Allan Saint-Maximin 500,All Teams,92,MID,3,5,8,0,0,22,0,0,0,0,7
Harry Wilson 505,All Teams,91,MID,7,1,2,2,0,32,0,0,0,0,7
Douglas Luiz Soares de Paulo 470,All Teams,90,MID,3,2,8,8,0,51,0,0,0,0,5
Kepa Arrizabalaga 111,All Teams,90,GK,0,0,8,0,0,47,0,0,0,55,0
Tyrone Mings 445,All Teams,90,DEF,2,2,6,7,0,53,0,0,0,0,9
Michael Keane 143,All Teams,90,DEF,2,0,7,3,0,42,1,0,0,0,9
Gerard Deulofeu 363,All Teams,88,FWD,4,5,8,3,0,33,0,0,0,0,9
Adam Webster 493,All Teams,88,DEF,3,1,5,4,0,44,1,0,0,0,7
Robert Snodgrass 393,All Teams,87,MID,5,5,3,4,0,33,0,0,0,0,8
Dan Burn 475,All Teams,86,DEF,0,0,9,5,0,42,0,0,0,0,3
Oliver McBurnie 501,All Teams,86,FWD,6,1,9,4,0,25,0,0,0,0,6
Jack Stephens 308,All Teams,85,DEF,1,3,7,4,1,39,0,0,0,0,8
Cheikhou KouyatÃ© 139,All Teams,85,MID,1,2,10,4,0,36,0,0,0,0,4
Wilfred Ndidi 176,All Teams,85,MID,2,1,12,6,0,32,0,0,0,0,5
John McGinn 31,All Teams,84,MID,3,3,6,3,0,41,0,0,0,0,4
Lys Mousset 70,All Teams,84,FWD,6,4,3,1,0,15,0,0,0,0,11
Charlie Taylor 87,All Teams,84,DEF,0,1,10,3,0,18,0,0,0,0,5
Jan Bednarek 307,All Teams,84,DEF,1,1,7,4,0,57,1,0,0,0,5
Diego Rico 65,All Teams,84,DEF,0,5,6,6,0,38,0,0,0,0,10
Lukasz Fabianski 388,All Teams,83,GK,0,0,5,1,0,34,0,0,1,72,5
Conor Hourihane 28,All Teams,83,MID,3,5,6,4,0,29,0,0,0,0,9
NicolÃ¡s Otamendi 208,All Teams,82,DEF,2,1,7,3,0,21,0,0,0,0,6
Angelo Ogbonna 377,All Teams,81,DEF,2,0,7,4,0,44,1,0,0,0,0
Luka Milivojevic 134,All Teams,81,MID,3,1,7,12,0,38,0,0,0,0,9
Matt Targett 309,All Teams,80,DEF,1,3,5,4,0,40,0,0,0,0,10
Aaron Mooy 516,All Teams,80,MID,2,2,6,1,1,33,0,0,0,0,9
Aaron Cresswell 376,All Teams,79,DEF,3,0,5,7,0,51,0,0,0,0,5
Nathan AkÃ© 59,All Teams,79,DEF,2,2,4,2,0,46,0,0,0,0,6
Davy PrÃ¶pper 54,All Teams,78,MID,1,2,6,4,0,46,1,0,0,0,2
Phil Bardsley 86,All Teams,78,DEF,0,2,9,6,0,19,0,0,0,0,6
Etienne Capoue 373,All Teams,78,MID,0,4,8,8,0,48,0,0,0,0,7
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira 466,All Teams,78,FWD,2,2,9,7,0,46,0,0,0,0,3
Che Adams 437,All Teams,78,FWD,4,4,4,0,0,17,0,0,0,0,8
Yerry Mina 142,All Teams,78,DEF,2,1,5,3,0,37,1,0,0,0,8
Erik Pieters 447,All Teams,77,DEF,0,5,6,2,0,35,0,0,0,0,10
Fabio Henrique Tavares 197,All Teams,77,MID,2,3,6,6,0,26,0,0,0,0,8
Kenny McLean 286,All Teams,77,MID,1,1,5,5,0,63,0,0,0,0,0
Craig Cathcart 358,All Teams,77,DEF,0,0,9,7,0,37,0,0,0,0,3
Joel Ward 126,All Teams,77,DEF,0,1,7,4,0,36,0,0,0,0,8
Alex Oxlade-Chamberlain 193,All Teams,76,MID,4,1,8,1,0,12,1,0,0,0,2
Pascal GroÃ 49,All Teams,76,MID,2,5,3,4,0,32,1,0,0,0,7
Issa Diop 381,All Teams,76,DEF,3,1,4,8,0,54,0,0,0,0,3
Pierre-Emile HÃ¸jbjerg 325,All Teams,75,MID,0,3,7,5,0,51,0,0,0,0,1
Ryan Bertrand 305,All Teams,75,DEF,1,1,7,3,1,52,0,0,0,0,0
Scott McTominay 248,All Teams,74,MID,3,2,3,2,0,20,0,0,0,0,6
Benjamin Mendy 204,All Teams,74,DEF,0,2,9,3,0,13,0,0,0,0,3
Ryan Fredericks 380,All Teams,74,DEF,0,3,7,7,0,39,0,0,0,0,7
Matt Ritchie 251,All Teams,74,DEF,2,1,8,4,0,19,0,1,0,0,7
Djibril SidibÃ© 511,All Teams,74,DEF,0,4,5,3,0,30,0,0,0,0,10
Christian Kabasele 354,All Teams,73,DEF,0,2,7,1,2,35,0,0,0,0,4
Jamaal Lascelles 258,All Teams,73,DEF,1,0,8,5,0,31,0,0,0,0,3
Ryan Fraser 75,All Teams,73,MID,1,5,4,2,0,34,0,0,0,0,2
Isaac Hayden 271,All Teams,73,MID,1,4,8,4,1,36,0,0,0,0,3
Granit Xhaka 18,All Teams,73,MID,1,2,10,10,0,31,0,0,0,0,2
Bernard AnÃ­cio Caldeira Duarte 152,All Teams,72,MID,3,2,9,2,0,12,0,0,0,0,6
Mason Holgate 478,All Teams,71,DEF,0,4,5,5,0,34,0,0,0,0,6
Bukayo Saka 541,All Teams,71,MID,1,6,7,6,0,18,0,0,0,0,4
Jack Cork 102,All Teams,70,MID,0,0,12,1,0,41,0,0,0,0,0
Andriy Yarmolenko 392,All Teams,70,MID,5,1,3,2,0,17,0,0,0,0,10
Gary Cahill 503,All Teams,70,DEF,0,1,7,1,0,35,0,0,0,0,4
Dominic Solanke 69,All Teams,69,FWD,3,2,1,1,0,39,0,0,0,0,3
Moussa Sissoko 349,All Teams,69,MID,2,1,7,8,0,31,0,0,0,0,0
Phil Foden 220,All Teams,69,MID,5,2,4,0,0,7,0,0,0,0,4
Mateo Kovacic 432,All Teams,68,MID,1,3,4,8,0,37,0,0,0,0,6
Philip Billing 476,All Teams,68,MID,1,1,5,8,0,41,0,0,0,0,5
Olivier Giroud 110,All Teams,68,FWD,8,1,6,1,0,16,0,0,0,0,5
Alexander Tettey 289,All Teams,67,MID,1,1,5,5,0,44,0,0,0,0,3
Luke Shaw 226,All Teams,67,DEF,0,0,8,7,0,15,0,0,0,0,2
Wesley Moraes 428,All Teams,67,FWD,5,1,6,3,0,31,0,1,0,0,7
Jeff Hendrick 100,All Teams,67,MID,2,2,10,8,0,30,0,0,0,0,4
Felipe Anderson Pereira Gomes 390,All Teams,66,MID,1,4,7,1,0,27,0,0,0,0,1
Adam Masina 355,All Teams,66,DEF,1,0,6,3,0,31,0,0,0,0,4
Maximillian Aarons 274,All Teams,66,DEF,0,2,5,7,0,71,0,0,0,0,3
Ilkay GÃ¼ndogan 222,All Teams,65,MID,2,1,7,7,0,28,0,1,0,0,4
Ezri Konsa Ngoyo 452,All Teams,65,DEF,1,2,5,3,0,39,0,0,0,0,4
Javier Manquillo 256,All Teams,65,DEF,0,1,8,5,0,21,0,0,0,0,4
Jefferson Lerma 82,All Teams,65,MID,1,2,4,11,1,49,0,0,0,0,2
Erik Lamela 346,All Teams,65,MID,2,5,5,3,0,12,0,0,0,0,2
David McGoldrick 303,All Teams,65,FWD,2,2,7,2,0,18,0,0,0,0,6
Divock Origi 188,All Teams,65,FWD,4,3,2,1,0,12,0,0,0,0,8
Jetro Willems 498,All Teams,64,DEF,2,2,3,0,0,24,0,0,0,0,6
Davinson SÃ¡nchez 333,All Teams,64,DEF,0,2,4,6,0,37,0,0,0,0,4
Kelechi Iheanacho 167,All Teams,64,FWD,5,4,3,1,0,9,0,0,0,0,7
Martin Kelly 128,All Teams,64,DEF,0,1,6,0,0,16,0,0,0,0,4
Theo Walcott 153,All Teams,63,MID,2,4,4,1,0,19,0,0,0,0,1
Aymeric Laporte 202,All Teams,63,DEF,1,0,8,1,0,5,0,0,0,0,0
Dale Stephens 57,All Teams,63,MID,0,1,6,8,0,42,0,0,0,0,1
Antonio RÃ¼diger 104,All Teams,63,DEF,2,0,5,3,0,24,1,0,0,0,5
Kurt Zouma 459,All Teams,62,DEF,0,0,7,6,0,37,1,0,0,0,2
Will Hughes 370,All Teams,62,MID,1,1,5,9,0,46,0,0,0,0,3
Jan Vertonghen 330,All Teams,62,DEF,1,1,4,2,0,24,0,0,0,0,5
MartÃ­n Montoya 38,All Teams,62,DEF,0,1,6,5,0,32,0,0,0,0,3
FrÃ©dÃ©ric Guilbert 458,All Teams,62,DEF,0,2,6,7,0,36,0,0,0,0,4
Shane Long 315,All Teams,62,FWD,2,3,5,0,0,20,0,0,0,0,4
Ross Barkley 117,All Teams,61,MID,1,5,5,0,0,14,0,0,0,0,5
CÃ©dric Soares 486,All Teams,61,DEF,1,1,4,1,0,20,0,0,0,0,3
Craig Dawson 439,All Teams,61,DEF,2,0,4,6,0,49,0,0,0,0,2
Ashley Barnes 90,All Teams,61,FWD,6,0,8,4,0,21,0,0,0,0,6
Aaron Connolly 534,All Teams,61,FWD,3,3,5,0,0,22,0,0,0,0,5
Reece James 506,All Teams,61,DEF,0,2,5,1,0,23,0,0,0,0,5
Roberto Pereyra 369,All Teams,60,MID,3,0,5,4,0,27,0,0,0,0,0
Andreas Pereira 246,All Teams,60,MID,1,3,6,3,0,16,0,0,0,0,1
Tom Davies 154,All Teams,59,MID,1,1,5,8,0,34,0,0,0,0,3
Tom Heaton 94,All Teams,59,GK,0,0,4,0,0,35,1,0,0,67,3
Dwight Gayle 554,All Teams,58,FWD,4,2,4,2,0,15,0,0,0,0,10
Paulo Gazzaniga 341,All Teams,58,GK,0,0,2,1,0,26,0,0,1,59,6
N'Golo KantÃ© 119,All Teams,57,MID,3,0,3,4,0,25,0,0,0,0,2
Sokratis Papastathopoulos 5,All Teams,57,DEF,2,0,4,6,0,25,0,0,0,0,5
Billy Sharp 298,All Teams,57,FWD,3,2,4,1,1,10,0,0,0,0,9
Daniel Ceballos FernÃ¡ndez 469,All Teams,57,MID,0,2,7,1,0,21,0,0,0,0,3
Pedro Lomba Neto 528,All Teams,57,MID,3,3,1,3,0,12,0,0,0,0,0
Fernando Luiz Rosa 221,All Teams,55,MID,0,1,10,7,2,27,1,0,0,0,1
Fabian SchÃ¤r 252,All Teams,55,DEF,2,1,4,5,0,38,0,0,0,0,2
Nemanja Matic 247,All Teams,55,MID,0,2,10,2,0,13,0,0,0,0,2
Seamus Coleman 144,All Teams,55,DEF,0,1,5,3,1,29,0,0,0,0,2
Sead Kolasinac 3,All Teams,55,DEF,0,2,4,4,0,26,0,0,0,0,1
Giovani Lo Celso 523,All Teams,54,MID,0,3,6,6,0,18,0,0,0,0,3
Dennis Praet 517,All Teams,54,MID,1,3,2,2,0,17,0,0,0,0,3
Francisco FemenÃ­a Far 357,All Teams,54,DEF,0,1,5,5,0,46,0,0,0,0,0
Dan Gosling 81,All Teams,54,MID,3,1,2,3,0,23,0,0,0,0,1
Callum Hudson-Odoi 116,All Teams,53,MID,1,5,2,1,0,14,0,0,0,0,3
Moise Kean 496,All Teams,53,FWD,2,2,1,1,0,15,0,0,0,0,5
Mesut Ãzil 15,All Teams,53,MID,1,3,5,1,0,20,0,0,0,0,1
Naby Keita 196,All Teams,52,MID,2,3,5,1,0,8,0,0,0,0,3
Alex Iwobi 17,All Teams,52,MID,1,0,4,0,0,30,0,0,0,0,2
Harry Winks 347,All Teams,52,MID,0,0,6,9,0,31,0,0,0,0,0
Onel HernÃ¡ndez 284,All Teams,52,MID,1,2,1,0,0,32,0,0,0,0,0
Steve Cook 58,All Teams,52,DEF,1,0,3,6,1,48,0,0,0,0,5
