Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
Stephen Ward,Burnley,102,DEF,1,1,9,1,0,27,0,0,0,0,9
Callum Wilson,Bournemouth,102,FWD,8,2,6,0,0,33,0,0,0,0,13
Nathan Aké,Bournemouth,102,DEF,2,3,6,5,0,59,0,0,0,0,8
James Tarkowski,Burnley,101,DEF,0,1,11,5,0,30,0,0,0,0,4
James McArthur,Crystal Palace,101,MID,5,2,7,5,0,35,0,0,0,0,9
José Heriberto Izquierdo Mena,Brighton,101,MID,5,5,5,2,0,32,0,0,0,0,4
N'Golo Kanté,Chelsea,101,MID,1,2,16,3,0,32,0,0,0,0,9
Kyle Naughton,Swansea,101,DEF,0,2,9,1,0,50,1,0,0,0,11
Danilo Luiz da Silva,Man City,100,DEF,3,2,9,2,0,11,0,0,0,0,8
Laurent Koscielny,Arsenal,100,DEF,2,0,9,4,0,32,0,0,0,0,16
Shane Duffy,Brighton,100,DEF,0,2,10,8,0,52,0,0,0,0,7
Jack Cork,Burnley,100,MID,2,1,12,7,0,39,0,0,0,0,6
Juan Mata,Man Utd,100,MID,3,5,15,1,0,10,0,0,0,0,6
Wayne Hennessey,Crystal Palace,99,GK,0,0,7,1,0,41,0,0,0,91,11
Mame Biram Diouf,Stoke,99,FWD,6,3,8,6,0,49,0,0,0,0,8
James Tomkins,Crystal Palace,99,DEF,3,0,9,8,0,32,0,0,0,0,9
Ashley Young,Man Utd,98,MID,2,6,9,7,0,26,0,0,0,0,11
Lewis Dunk,Brighton,97,DEF,1,1,10,7,0,54,4,0,0,0,7
Ryan Fraser,Bournemouth,97,MID,5,3,2,0,0,38,0,0,0,0,13
Gylfi Sigurdsson,Everton,96,MID,4,4,6,2,0,40,0,0,0,0,8
Patrick van Aanholt,Crystal Palace,95,DEF,5,1,6,7,0,38,0,0,0,0,7
Alex Oxlade-Chamberlain,Liverpool,94,MID,3,7,5,3,0,28,0,0,0,0,5
Charlie Daniels,Bournemouth,94,DEF,1,3,6,0,0,50,0,0,0,0,4
Dwight Gayle,Newcastle,94,FWD,6,3,6,3,0,31,0,0,0,0,8
Laurent Depoitre,Huddersfield,94,FWD,6,2,4,1,0,34,0,0,0,0,14
Javier Hernández Balcázar,West Ham,93,FWD,8,2,6,3,0,36,0,0,0,0,14
Steve Mounie,Huddersfield,92,FWD,7,2,6,2,0,32,0,0,0,0,12
Emre Can,Liverpool,92,MID,3,6,8,8,0,29,0,0,0,0,10
Ashley Barnes,Burnley,92,FWD,9,0,5,10,0,23,0,0,0,0,9
Nemanja Matic,Man Utd,91,MID,1,1,16,6,0,26,0,0,0,0,3
Pablo Zabaleta,West Ham,90,DEF,0,1,10,9,0,62,1,0,0,0,6
Ben Mee,Burnley,90,DEF,0,0,9,5,0,27,0,0,0,0,6
Alex Iwobi,Arsenal,89,MID,3,5,9,1,0,26,0,0,0,0,2
Martin Olsson,Swansea,89,DEF,0,1,10,7,0,50,0,0,0,0,0
Jake Livermore,West Brom,89,MID,2,2,8,5,0,41,0,0,0,0,6
Cesc Fàbregas,Chelsea,89,MID,2,4,11,4,1,26,0,0,0,0,7
Matthew Lowton,Burnley,89,DEF,0,3,8,1,0,26,0,0,0,0,4
Anthony Knockaert,Brighton,88,MID,3,1,11,4,1,29,0,0,0,0,6
Dominic Calvert-Lewin,Everton,88,FWD,4,8,6,4,0,28,0,0,0,0,3
Loris Karius,Liverpool,88,GK,0,0,10,1,0,14,0,0,1,31,5
DeAndre Yedlin,Newcastle,88,DEF,0,2,7,5,0,37,1,0,0,0,5
Kurt Zouma,Stoke,87,DEF,1,0,7,1,0,50,0,0,0,0,5
Davy Pröpper,Brighton,87,MID,0,4,9,2,1,50,0,0,0,0,1
Dale Stephens,Brighton,87,MID,0,3,10,6,0,50,0,0,0,0,2
Idrissa Gueye,Everton,87,MID,2,2,9,6,1,45,0,0,0,0,7
Craig Dawson,West Brom,87,DEF,2,1,8,6,0,39,0,0,0,0,4
Pierre-Emerick Aubameyang,Arsenal,87,FWD,10,4,4,0,0,15,0,1,0,0,12
Cheikhou Kouyaté,West Ham,86,MID,2,3,7,5,0,56,0,0,0,0,2
Tammy Abraham,Swansea,86,FWD,5,3,4,0,0,31,0,0,0,0,11
Kieran Gibbs,West Brom,86,DEF,0,2,8,3,0,44,0,0,0,0,2
Joseph Gomez,Liverpool,86,DEF,0,2,9,3,0,22,0,0,0,0,9
Jeff Hendrick,Burnley,85,MID,2,2,9,1,0,28,0,0,0,0,1
Tom Carroll,Swansea,85,MID,0,4,7,3,0,39,0,0,0,0,6
Cédric Soares,Southampton,85,DEF,0,3,7,3,0,44,0,0,0,0,2
Jordon Ibe,Bournemouth,85,MID,2,6,4,1,0,33,0,0,0,0,5
Federico Fernández,Swansea,85,DEF,1,1,7,5,0,44,1,0,0,0,10
Georginio Wijnaldum,Liverpool,85,MID,1,2,15,1,0,23,0,0,0,0,1
Eric Dier,Spurs,85,MID,0,2,15,4,0,30,0,0,0,0,2
James Ward-Prowse,Southampton,84,MID,3,5,2,3,0,29,0,0,0,0,8
Christian Benteke,Crystal Palace,84,FWD,3,7,6,6,0,36,0,1,0,0,5
Mark Noble,West Ham,84,MID,4,0,7,6,0,45,0,0,0,0,7
Bruno Saltor Grau,Brighton,84,DEF,0,0,10,3,0,23,0,0,0,0,8
Steve Cook,Bournemouth,83,DEF,2,1,5,5,0,53,1,0,0,0,9
Oumar Niasse,Everton,83,FWD,8,3,0,2,0,23,0,0,0,0,14
Trent Alexander-Arnold,Liverpool,83,DEF,1,2,8,3,0,17,0,0,0,0,10
Andrew Surman,Bournemouth,82,MID,2,5,5,2,0,29,0,0,0,0,9
Tom Ince,Huddersfield,82,MID,2,1,7,0,0,39,0,0,0,0,3
Leighton Baines,Everton,82,DEF,2,3,5,1,0,34,0,0,0,0,10
Ilkay Gündogan,Man City,82,MID,4,2,6,3,0,15,0,0,0,0,9
Roberto Pereyra,Watford,81,MID,5,3,1,3,0,34,0,0,0,0,5
Michael Keane,Everton,81,DEF,0,1,7,3,0,46,0,0,0,0,11
Pedro Rodríguez Ledesma,Chelsea,81,MID,4,2,8,1,0,14,0,0,0,0,2
Joel Matip,Liverpool,81,DEF,1,0,9,3,0,27,0,0,0,0,3
Chris Brunt,West Brom,81,MID,0,8,9,5,0,23,0,0,0,0,6
Matt Phillips,West Brom,81,MID,2,3,10,3,0,32,0,0,0,0,3
Mamadou Sakho,Crystal Palace,81,DEF,1,2,6,1,0,23,0,0,0,0,18
Demarai Gray,Leicester,80,MID,3,3,4,2,0,35,0,0,0,0,2
Andre Gray,Watford,79,FWD,5,3,5,1,0,30,0,0,0,0,4
Andreas Christensen,Chelsea,79,DEF,0,0,8,0,0,23,0,0,0,0,4
Christian Atsu,Newcastle,78,MID,2,4,6,1,0,22,0,0,0,0,5
Virgil van Dijk,Liverpool,78,DEF,0,0,8,1,0,28,0,0,0,0,5
Ragnar Klavan,Liverpool,78,DEF,1,0,8,0,0,15,0,0,0,0,9
Wilfred Ndidi,Leicester,78,MID,0,4,9,6,2,45,0,0,0,0,4
Jonny Evans,West Brom,78,DEF,2,2,6,7,0,38,1,0,0,0,5
André Ayew,Swansea,77,MID,3,5,3,5,0,42,0,1,0,0,2
Ruben Loftus-Cheek,Crystal Palace,77,MID,2,5,6,1,0,30,0,0,0,0,2
Olivier Giroud,Chelsea,77,FWD,7,1,5,0,0,11,0,0,0,0,10
Serge Aurier,Spurs,77,DEF,2,2,6,1,1,13,0,0,0,0,9
Angelo Ogbonna,West Ham,77,DEF,1,0,7,3,0,60,0,0,0,0,4
Tiemoué Bakayoko,Chelsea,77,MID,2,2,11,3,1,24,0,0,0,0,5
James Milner,Liverpool,77,DEF,0,3,6,3,0,25,0,0,0,0,4
Maya Yoshida,Southampton,76,DEF,2,1,6,2,1,32,0,0,0,0,6
Shinji Okazaki,Leicester,76,FWD,6,3,5,2,0,19,0,0,0,0,7
Junior Stanislas,Bournemouth,75,MID,5,3,2,1,0,22,0,0,0,0,7
Sam Clucas,Swansea,75,MID,3,1,5,2,0,30,0,0,0,0,4
Jordan Henderson,Liverpool,75,MID,1,1,14,1,0,21,0,0,0,0,3
Gary Cahill,Chelsea,74,DEF,0,0,9,1,1,27,0,0,0,0,2
Wesley Hoedt,Southampton,74,DEF,0,2,5,7,0,42,0,0,0,0,11
Mike van der Hoorn,Swansea,74,DEF,1,0,8,4,0,27,0,0,0,0,4
Solomon March,Brighton,74,MID,1,3,6,3,0,29,0,0,0,0,3
Rajiv van La Parra,Huddersfield,74,MID,3,0,6,3,1,36,0,0,0,0,3
Jonjo Shelvey,Newcastle,73,MID,1,4,6,2,2,30,0,0,0,0,4
Yohan Cabaye,Crystal Palace,73,MID,0,4,8,7,0,36,0,0,0,0,3
Peter Crouch,Stoke,73,FWD,5,2,2,4,0,27,0,0,0,0,6
Fraser Forster,Southampton,73,GK,0,0,4,0,0,30,0,0,1,69,6
Troy Deeney,Watford,73,FWD,5,2,6,1,1,30,0,2,0,0,7
Sung-yueng Ki,Swansea,73,MID,2,2,5,2,0,29,0,0,0,0,9
José Holebas,Watford,72,DEF,0,4,6,7,0,47,0,0,0,0,6
Charlie Austin,Southampton,72,FWD,7,1,4,2,0,15,0,0,0,0,9
Adrián San Miguel del Castillo,West Ham,72,GK,0,0,6,2,0,29,0,0,0,69,5
Nathan Redmond,Southampton,72,MID,1,3,7,3,0,31,0,0,0,0,3
Steven Davis,Southampton,71,MID,3,2,4,0,0,21,0,0,0,0,6
Erik Pieters,Stoke,71,DEF,0,1,7,5,0,50,0,0,0,0,1
Danny Welbeck,Arsenal,70,FWD,5,2,4,1,0,21,0,0,0,0,6
Allan-Roméo Nyom,West Brom,70,DEF,0,1,7,7,0,40,0,0,0,0,6
John Stones,Man City,70,DEF,0,0,9,0,0,11,0,0,0,0,5
Mohamed Diamé,Newcastle,70,MID,2,0,6,3,0,27,0,0,0,0,3
Jose Luis Mato Sanmartín,Newcastle,69,FWD,4,1,5,2,0,25,0,1,0,0,5
Christian Kabasele,Watford,68,DEF,2,0,6,5,0,43,1,0,0,0,2
Arthur Masuaku,West Ham,68,DEF,0,3,6,5,0,29,0,0,0,0,2
Oriol Romeu Vidal,Southampton,68,MID,1,0,8,11,0,47,0,0,0,0,0
Simon Mignolet,Liverpool,67,GK,0,0,7,3,0,24,0,0,1,36,0
Darren Fletcher,Stoke,67,MID,1,1,4,0,0,49,0,0,0,0,3
Ryan Shawcross,Stoke,67,DEF,1,1,5,2,0,40,1,0,0,0,2
Florian Lejeune,Newcastle,66,DEF,0,2,5,3,0,32,0,0,0,0,6
Tom Davies,Everton,66,MID,2,2,6,7,0,24,0,0,0,0,3
Manolo Gabbiadini,Southampton,66,FWD,5,0,4,2,0,17,0,0,0,0,10
Aaron Lennon,Burnley,65,MID,0,4,6,2,0,30,0,0,0,0,0
Benjamin Chilwell,Leicester,65,DEF,0,2,6,1,1,30,0,0,0,0,4
Francisco Femenía Far,Watford,65,DEF,1,1,5,2,0,34,0,0,0,0,9
Ciaran Clark,Newcastle,64,DEF,2,1,4,3,0,30,0,0,0,0,6
Heurelho Gomes,Watford,64,GK,0,0,5,0,0,40,0,0,0,61,4
André Carrillo,Watford,64,MID,1,3,4,2,0,31,0,0,0,0,4
Sam Vokes,Burnley,63,FWD,4,2,2,3,0,16,0,0,0,0,7
Gaëtan Bong,Brighton,63,DEF,0,0,6,2,0,36,1,0,0,0,5
Michail Antonio,West Ham,62,MID,3,2,7,1,0,23,0,0,0,0,1
Theo Walcott,Everton,62,MID,3,3,4,2,0,17,0,0,0,0,3
Steven Defour,Burnley,62,MID,1,1,12,6,0,17,0,0,0,0,0
Wes Morgan,Leicester,61,DEF,0,0,5,4,0,52,0,0,0,0,1
Vincent Kompany,Man City,60,DEF,1,1,6,6,0,11,0,0,0,0,2
Jermain Defoe,Bournemouth,60,FWD,4,2,2,1,0,21,0,0,0,0,5
Phil Jagielka,Everton,60,DEF,0,0,6,2,0,39,0,0,0,0,5
Chris Löwe,Huddersfield,60,DEF,0,0,7,1,0,26,0,0,0,0,0
Joe Hart,West Ham,59,GK,0,1,4,0,0,39,0,0,1,54,3
Dan Gosling,Bournemouth,59,MID,2,1,1,8,0,41,0,0,0,0,4
Daryl Janmaat,Watford,59,DEF,3,1,2,3,0,37,0,0,0,0,3
Mario Lemina,Southampton,58,MID,1,1,4,2,0,31,0,0,0,0,5
Lewis Cook,Bournemouth,58,MID,0,2,3,5,0,42,0,0,0,0,0
Jack Stephens,Southampton,58,DEF,2,0,5,6,1,33,0,0,0,0,2
Davide Zappacosta,Chelsea,58,DEF,1,1,5,0,0,15,0,0,0,0,1
Grzegorz Krychowiak,West Brom,58,MID,0,3,4,2,0,30,0,0,0,0,4
Moussa Sissoko,Spurs,58,MID,1,1,7,3,0,18,0,0,0,0,0
Vicente Iborra,Leicester,58,MID,3,0,3,0,0,23,0,0,0,0,6
Tom Cleverley,Watford,58,MID,1,2,6,1,1,33,0,1,0,0,3
Adrian Mariappa,Watford,58,DEF,0,0,6,4,0,43,0,0,0,0,2
Christian Fuchs,Leicester,57,DEF,0,1,4,1,0,35,1,0,0,0,8
Robert Elliot,Newcastle,57,GK,0,0,3,0,0,21,0,0,1,44,4
Kevin Long,Burnley,57,DEF,1,2,4,1,0,21,1,0,0,0,6
Ashley Williams,Everton,56,DEF,1,0,5,3,1,31,0,0,0,0,3
Gareth Barry,West Brom,56,MID,1,2,4,4,0,35,0,0,0,0,0
Simon Francis,Bournemouth,56,DEF,0,1,4,8,1,47,0,0,0,0,3
Scott Arfield,Burnley,56,MID,2,2,6,3,0,15,0,0,0,0,6
Adam Smith,Bournemouth,56,DEF,1,3,2,6,0,38,0,0,0,0,3
Robbie Brady,Burnley,56,MID,1,4,6,3,0,12,0,0,0,0,7
Danny Simpson,Leicester,55,DEF,0,0,5,4,0,41,0,0,0,0,0
Sofiane Boufal,Southampton,55,MID,2,2,1,1,0,24,0,0,0,0,2
Cuco Martina,Everton,55,DEF,0,2,5,2,0,30,0,0,0,0,0
Cenk Tosun,Everton,55,FWD,5,0,4,0,0,13,0,0,0,0,9
Erik Lamela,Spurs,55,MID,2,4,4,4,0,12,0,0,0,0,1
Fabian Delph,Man City,55,MID,1,2,6,2,0,17,0,0,0,0,0
Eric Bailly,Man Utd,55,DEF,1,0,7,2,0,6,1,0,0,0,3
Kelechi Iheanacho,Leicester,54,FWD,3,4,1,2,0,17,0,0,0,0,5
Pedro Obiang,West Ham,54,MID,2,0,5,3,0,29,0,0,0,0,6
Shane Long,Southampton,53,FWD,2,2,4,6,0,28,0,0,0,0,0
Jonathan Hogg,Huddersfield,53,MID,0,0,7,8,1,40,0,0,0,0,0
Will Hughes,Watford,53,MID,2,3,4,0,0,16,0,0,0,0,5
Martin Dubravka,Newcastle,53,GK,0,0,4,0,0,11,0,0,1,26,5
Alberto Moreno,Liverpool,52,DEF,0,1,6,1,0,19,0,0,0,0,3
Alex McCarthy,Southampton,52,GK,0,0,4,2,0,26,0,0,0,42,3
Morgan Schneiderlin,Everton,52,MID,0,0,6,4,1,38,0,0,0,0,1
Mousa Dembélé,Spurs,52,MID,0,0,7,6,0,22,0,0,0,0,3
Paul Dummett,Newcastle,52,DEF,0,0,5,1,0,18,0,0,0,0,0
Robert Kenedy Nunes do Nascimento,Newcastle,51,MID,2,2,6,1,0,9,0,0,0,0,5
Jacob Murphy,Newcastle,51,MID,1,2,2,0,0,25,0,0,0,0,2
Andy King,Swansea,51,MID,3,1,1,2,0,26,0,0,0,0,1
Florent Hadergjonaj,Huddersfield,51,DEF,0,1,4,3,0,28,0,0,0,0,5
Ramadan Sobhi,Stoke,51,MID,2,1,2,2,0,30,0,0,0,0,2
Jeffrey Schlupp,Crystal Palace,50,DEF,0,2,3,3,0,30,0,0,0,0,0
Jonjoe Kenny,Everton,50,DEF,0,2,5,2,0,31,0,0,0,0,2
Tommy Smith,Huddersfield,50,DEF,0,1,5,7,0,31,0,0,0,0,2
Javier Manquillo,Newcastle,49,DEF,0,1,4,2,0,31,0,0,0,0,1
Mikel Merino,Newcastle,49,MID,1,1,3,4,0,18,0,0,0,0,4
Luke Shaw,Man Utd,48,DEF,0,0,7,2,0,2,0,0,0,0,4
Etienne Capoue,Watford,48,MID,1,1,4,3,0,29,0,0,0,0,0
Orestis Karnezis,Watford,47,GK,0,0,4,0,0,24,0,0,0,34,5
Victor Lindelöf,Man Utd,47,DEF,0,0,5,1,0,14,0,0,0,0,1
Marouane Fellaini,Man Utd,47,MID,4,0,4,1,0,1,0,0,0,0,3
Jack Wilshere,Arsenal,46,MID,1,3,4,6,0,16,0,0,0,0,2
João Mário Naval Costa Eduardo,West Ham,46,MID,2,1,4,0,0,14,0,0,0,0,5
Elias Kachunga,Huddersfield,46,MID,1,1,6,1,0,23,0,0,0,0,0
James McClean,West Brom,45,MID,1,0,6,7,0,20,1,0,0,0,1
Collin Quaner,Huddersfield,44,FWD,0,4,3,4,0,23,0,0,0,0,0
Ander Herrera,Man Utd,44,MID,0,2,5,5,0,14,0,0,0,0,0
Tomer Hemed,Brighton,43,FWD,2,2,3,0,0,8,0,0,0,0,5
Toby Alderweireld,Spurs,43,DEF,0,0,5,3,0,13,0,0,0,0,3
Sebastian Prödl,Watford,42,DEF,0,0,5,5,0,29,0,0,0,0,0
Winston Reid,West Ham,42,DEF,0,0,5,5,0,27,0,0,0,0,3
Nathan Dyer,Swansea,41,MID,0,1,3,2,0,21,0,0,0,0,0
Isaac Hayden,Newcastle,41,MID,1,0,3,7,0,25,0,0,0,0,0
Joel Ward,Crystal Palace,41,DEF,0,1,4,4,0,25,1,0,0,0,0
Leroy Fer,Swansea,41,MID,1,1,4,5,0,26,0,0,0,0,0
Papa Alioune Ndiaye,Stoke,41,MID,2,1,2,5,0,17,0,0,0,0,5
Scott Malone,Huddersfield,41,DEF,0,1,3,3,0,23,0,0,0,0,4
Moritz Bauer,Stoke,41,DEF,0,0,5,4,0,18,0,0,0,0,1
Declan Rice,West Ham,41,DEF,0,0,3,1,0,29,0,0,0,0,0
Alex Pritchard,Huddersfield,40,MID,1,2,3,1,0,12,0,0,0,0,3
Pierre-Emile Højbjerg,Southampton,39,MID,0,0,3,6,0,30,0,0,0,0,0
Timothy Fosu-Mensah,Crystal Palace,39,DEF,0,0,2,2,0,29,0,0,0,0,3
Seamus Coleman,Everton,39,DEF,0,1,4,0,0,12,0,0,0,0,0
Markus Suttner,Brighton,38,DEF,0,0,4,0,0,18,0,0,0,0,3
Dominic Solanke,Liverpool,38,FWD,1,2,3,0,0,4,0,0,0,0,2
Mason Holgate,Everton,37,DEF,0,0,4,3,0,14,0,0,0,0,0
James Collins,West Ham,36,DEF,1,0,3,3,0,19,0,0,0,0,3
Lys Mousset,Bournemouth,36,FWD,2,0,1,1,0,16,0,0,0,0,3
Andy Carroll,West Ham,36,FWD,3,1,3,5,1,13,0,0,0,0,6
Julian Speroni,Crystal Palace,36,GK,0,0,2,0,0,14,0,0,0,30,3
Bakary Sako,Crystal Palace,36,MID,3,0,1,0,0,10,0,0,0,0,1
Aymeric Laporte,Man City,35,DEF,0,0,4,1,0,5,0,0,0,0,2
Ashley Westwood,Burnley,35,MID,0,1,2,2,0,17,0,0,0,0,1
